keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
nuclear fusion research	0.0000000000	0.0	0.0	0.0	3.16992500144	False
ibm blue gene	0.0000000000	0.0	0.0	0.0	3.16992500144	False
distributed systems distribute	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems distribute computation	0.0000000000	0.0	0.0	0.0	3.16992500144	False
processors loosely coupled	0.0000000000	0.0	0.0	0.0	3.16992500144	False
lines JJ architectures	0.0000000000	0.0	0.0	0.0	0.0	False
resource sharing computation	0.0000000000	0.0	0.0	0.0	3.16992500144	False
sharing computation speed-up	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computation speed-up reliability	0.0000000000	0.0	0.0	0.0	3.16992500144	False
speed-up reliability communication	0.0000000000	0.0	0.0	0.0	3.16992500144	False
e.g email applications	0.0000000000	0.0	0.0	0.0	3.16992500144	False
digital multimedia hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware very cheap	0.0000000000	0.0	0.0	0.0	3.16992500144	False
human very expensive	0.0000000000	0.0	0.0	0.0	3.16992500144	False
expensive distributed computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
distributed computing systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
globus grid computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
grid computing toolkit	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computing toolkit cloud	0.0000000000	0.0	0.0	0.0	3.16992500144	False
toolkit cloud computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cloud computing offerings	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computing offerings planetlab	0.0000000000	0.0	0.0	0.0	3.16992500144	False
offerings planetlab gnutella	0.0000000000	0.0	0.0	0.0	3.16992500144	False
planetlab gnutella p2p	0.0000000000	0.0	0.0	0.0	3.16992500144	False
gnutella p2p network	0.0000000000	0.0	0.0	0.0	3.16992500144	False
p2p network principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
real-time systems correct	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems correct system	0.0000000000	0.0	0.0	0.0	3.16992500144	False
correct system function	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system function depends	0.0000000000	0.0	0.0	0.0	3.16992500144	False
depends on timeliness	0.0000000000	0.0	0.0	0.0	3.16992500144	False
timeliness NN loops	0.0000000000	0.0	0.0	0.0	0.0	False
sensors and actuators	0.0000000000	0.0	0.0	0.0	3.16992500144	False
actuators hard real-time	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hard real-time systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
real-time systems failure	0.0000000000	0.0	0.0	0.0	3.16992500144	False
failure if response	0.0000000000	0.0	0.0	0.0	3.16992500144	False
long secondary storage	0.0000000000	0.0	0.0	0.0	3.16992500144	False
storage is limited	0.0000000000	0.0	0.0	0.0	3.16992500144	False
limited soft real-time	0.0000000000	0.0	0.0	0.0	3.16992500144	False
soft real-time systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
accurate if response	0.0000000000	0.0	0.0	0.0	3.16992500144	False
virtual reality principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
summary of lecture	0.0000000000	0.0	0.0	0.0	3.16992500144	False
real-time systems principles	0.0000000000	0.0	0.0	0.0	1.58496250072	False
operating systems	0.6461538462	0.0	0.035411187668	35.8782849239	86.0	False
systems lecture	0.8421970357	0.0	0.0026648631046	0.0	0.0	False
overview mwf	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
a.m prof	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
prof nalini	0.3684210526	0.0	0.00684232234791	3.99446749654	1.0	False
nalini venkatasubramanian	0.3684210526	0.0	0.00684232234791	3.99446749654	0.0	False
lecture slides	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
content adapted	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
silberschatz textbook	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
textbook authors	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
john kubiatowicz	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
prof venkat	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
meeting today	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
make-up lecture	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
friday afternoon	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
discussion session	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
regular class	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
a.m principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
staff instructor	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
teaching assistant	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
michael beyeler	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
ekin oguz	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
hao zhang	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
web page	0.0000000000	0.0	0.00222245709467	0.0	2.0	False
ics143 lectures	0.0000000000	0.0	0.0	0.0	0.0	False
lectures mwf	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
eh1200 discussions	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
operating system	0.3940740741	0.0	0.00804799719728	44.8506224066	106.0	False
system concepts	0.0000000000	0.0	0.00222245709467	0.0	0.0	False
eighth edition	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
edition silberschatz	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
java versions	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
alternate book	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
book principles	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
a.c shaw	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
details homeworks	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
written homeworks	0.4516129032	0.0	0.00684232234791	3.99446749654	4.0	False
programming assignment	0.4516129032	0.0	0.00684232234791	3.99446749654	2.0	False
java required	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
finals week	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
week multistep	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
multistep assignment	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
assignment don	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
last week	0.0000000000	0.0	0.0	0.0	2.0	False
late homeworks	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
eee dropbox	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
tests midterm	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
tentatively wednesday	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
final exam	0.3684210526	0.0	0.00684232234791	3.99446749654	2.0	False
exam tue	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
catalog principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
grading policy	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
policy homeworks	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
final grade	0.2258064516	0.0	0.0136846446958	7.98893499308	5.0	False
assignment worth	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
grade midterm	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
final assignment	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
curve principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
lecture schedule	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
schedule week	0.3684210526	0.0	0.00684232234791	3.99446749654	2.0	False
computer system	0.5185185185	0.0	0.00363517347708	7.9806362379	12.0	False
system structures	0.3684210526	0.0	0.00684232234791	3.99446749654	2.0	False
structures week	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
process management	0.2258064516	0.0	0.00666036575448	7.98893499308	5.0	False
management processes	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
threads week	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
management cpu	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
cpu scheduling	0.5833333333	0.0	0.00444491418933	1.99446749654	2.0	False
scheduling week	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
management process	0.3684210526	0.0	0.00684232234791	5.99170124481	1.0	False
process synchronization	0.3684210526	0.0	0.00381713007051	3.99446749654	1.0	False
synchronization week	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
deadlocks principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
deadlocks deadlocks	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
midterm review	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
exam week	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
memory management	0.2916666667	0.0	0.00519185626568	7.98893499308	5.0	False
management memory	0.4516129032	0.0	0.00684232234791	3.99446749654	0.0	False
management week	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
virtual memory	0.5833333333	0.0	0.00381713007051	1.99446749654	2.0	False
memory week	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
filesystems filesystems	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
filesystems interface	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
implementation week	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
subsystems case	0.0000000000	0.0	0.00342116117395	0.0	1.0	False
case study	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
study unix	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
summary principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
simple batch	0.6086956522	0.0	0.0102634835219	2.99170124481	2.0	False
batch systems	0.5060240964	0.0	0.0239481282177	5.9806362379	10.0	False
systems multiprogrammed	0.5600000000	0.0	0.00684232234791	1.99446749654	0.0	False
multiprogrammed batch	0.5600000000	0.0	0.00684232234791	1.99446749654	0.0	False
time-sharing systems	0.5600000000	0.0	0.00684232234791	1.99446749654	0.0	False
personal computer	0.5600000000	0.0	0.00293231805063	1.99446749654	0.0	False
computer systems	0.4895104895	0.0	0.00572569510576	3.99170124481	3.0	False
systems parallel	0.5600000000	0.0	0.00684232234791	1.99446749654	0.0	False
distributed systems	0.6086956522	0.0	0.00572569510576	1.99170124481	3.0	False
real-time systems	0.5185185185	0.0	0.0146567470753	5.98340248963	10.0	False
systems computer	0.5833333333	0.0	0.00684232234791	0.0	0.0	False
system architecture	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
architecture principles	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
computer hardware	0.4468085106	0.0	0.00499527431586	3.99170124481	4.0	False
major cost	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
general purpose	0.0000000000	0.0	0.00190856503525	0.0	0.0	False
purpose computing	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
running application	0.0000000000	0.0	0.00222245709467	0.0	0.0	False
application programs	0.3414634146	0.0	0.00666036575448	6.98893499308	6.0	False
programs efficiently	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
efficiently principles	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
system simplify	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
user programs	0.4468085106	0.0	0.00572569510576	3.99170124481	4.0	False
solving user	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
user problems	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
problems easier	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
hardware efficiently	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
software resources	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
resources make	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
make application	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
application software	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
versatile provide	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
provide isolation	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
programs improve	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
system reliability	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
reliability error	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
error confinement	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
fault tolerance	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
reconfiguration principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
study operating	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
understand interaction	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
hardware inherent	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
inherent aspect	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
society today	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
basic principles	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
systems efficient	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
efficient resource	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
resource management	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
flexibility increasing	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
systems e.g	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
e.g embedded	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
cell phones	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
real-time operating	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
aircraft control	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
multimedia services	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
services systems	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
systems today	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
today principles	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
irvine sensorium	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
sensorium hardware	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
hardware complexity	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
complexity increases	0.4516129032	0.0	0.00684232234791	2.99446749654	2.0	False
increases principles	0.4516129032	0.0	0.00684232234791	2.99446749654	0.0	False
computer architecture	0.0000000000	0.0	0.00190856503525	0.0	2.0	False
quantitative approach	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
4th edition	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
intel multicore	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
multicore chipsets	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
chipsets software	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
software complexity	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
system components	0.0000000000	0.0	0.00222245709467	0.0	0.0	False
components hardware	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
basic computing	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
computing resources	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
system controls	0.0000000000	0.0	0.00222245709467	0.0	0.0	False
programs application	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
programs solve	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
computing problems	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
database systems	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
video games	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
business programs	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
banking software	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
users people	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
computers principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
abstract view	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
system system	0.0000000000	0.0	0.00222245709467	0.0	2.0	False
programs operating	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
system computer	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
hardware user	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
compiler assembler	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
assembler text	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
text editor	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
editor database	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
database system	0.0000000000	0.0	0.00342116117395	3.99446749654	2.0	False
system views	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
views resource	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
resource allocator	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
allocate resources	0.0000000000	0.0	0.00222245709467	0.0	2.0	False
efficiently control	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
control program	0.0000000000	0.0	0.00222245709467	0.0	0.0	False
program controls	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
controls execution	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
devices kernel	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
system spectrum	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
spectrum monitors	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
small kernels	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
special purpose	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
embedded systems	0.0000000000	0.0	0.00222245709467	0.0	2.0	False
systems batch	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
multiprogramming timesharing	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
timesharing workstations	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
timeframes transaction	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
transaction systems	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
personal computing	0.5833333333	0.0	0.00684232234791	1.99446749654	1.0	False
computing systems	0.3783783784	0.0	0.0136846446958	5.98893499308	6.0	False
mobile platforms	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
people-to-computer ratio	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
david culler	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
early systems	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
bare machine	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
large machines	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
machines run	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
console single	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
single user	0.4468085106	0.0	0.00799458931381	3.99170124481	3.0	False
user system	0.0000000000	0.0	0.00342116117395	3.99170124481	0.0	False
operator paper	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
paper tape	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
punched cards	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
early software	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
software assemblers	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
device drivers	0.0000000000	0.0	0.00222245709467	0.0	2.0	False
common subroutines	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
subroutines secure	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
secure execution	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
execution inefficient	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
expensive resources	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
low cpu	0.3684210526	0.0	0.00684232234791	2.99446749654	1.0	False
cpu utilization	0.5185185185	0.0	0.0106594524184	4.98893499308	6.0	False
high setup	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
ousterhout slides	0.2800000000	0.0	0.0102634835219	4.99170124481	2.0	False
slides hardware	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
human cheap	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
cheap simple	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
reduce setup	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
batching jobs	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
similar requirements	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
requirements add	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
card reader	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
operator user	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
automatic job	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
job sequencing	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
sequencing forms	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
resident monitor	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
monitor holds	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
initial control	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
control transfers	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
monitor problem	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
distinguish job	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
program principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
slides principles	0.3684210526	0.0	0.00684232234791	3.99446749654	0.0	False
control secure	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
secure monitor	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
controls job	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
job processing	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
special cards	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
user program	0.0000000000	0.0	0.00190856503525	3.98893499308	6.0	False
program prevented	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
separate user	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
computer user	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
user submits	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
submits card	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
card deck	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
deck cards	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
cards put	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
tape tape	0.3684210526	0.0	0.00684232234791	3.99446749654	2.0	False
tape processed	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
operator output	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
output written	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
tape printed	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
printer problems	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
slow mechanical	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
mechanical devices	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
devices ibm	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
issues solutions	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
offline processing	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
processing load	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
load jobs	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
card reading	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
line printing	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
done offline	0.0000000000	0.0	0.0	0.0	0.0	False
offline spooling	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
random access	0.0000000000	0.0	0.00166509143862	0.0	0.0	False
access device	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
large storage	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
input files	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
storing output	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
output files	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
output devices	0.0000000000	0.0	0.00222245709467	0.0	2.0	False
introduces notion	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
job pool	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
increase cpu	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
utilization principles	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
complete polling	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
device sets	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
busy program	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
program tests	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
loop waiting	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
device forces	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
forces cpu	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
specific instruction	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
instruction address	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
interrupt service	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
service routine	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
cpu returns	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
interrupt principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
run multiple	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
multiple programs	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
program performs	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
received requires	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
requires secure	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
secure memory	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
program requires	0.0000000000	0.0	0.0026648631046	0.0	0.0	False
requires intervention	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
program loops	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
loops indefinitely	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
indefinitely requires	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
requires cpu	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
run principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
timesharing programs	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
programs queued	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
fifo order	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
timer device	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
device interrupts	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
interrupted program	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
fifo control	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
control card	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
card interpreter	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
interpreter replaced	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
command language	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
language interpreter	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
interpreter hardware	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
expensive principles	0.4516129032	0.0	0.00684232234791	3.99446749654	2.0	False
finishes execution	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
control statement	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
user file	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
file systems	0.0000000000	0.0	0.00146615902531	0.0	0.0	False
systems online	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
online filesystem	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
access data	0.0000000000	0.0	0.0026648631046	0.0	2.0	False
memory job	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
disk principles	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
user systems	0.3684210526	0.0	0.00684232234791	3.99446749654	0.0	False
display screens	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
small printers	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
printers laptops	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
smart cards	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
wireless devices	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
advanced cpu	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
protection features	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
features advantages	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
user convenience	0.0000000000	0.0	0.00342116117395	0.0	2.0	False
ubiquitous hardware	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
hardware cheap	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
parallel systems	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
systems multiprocessor	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
multiprocessor systems	0.0000000000	0.0	0.00222245709467	0.0	0.0	False
close communication	0.0000000000	0.0	0.00342116117395	0.0	0.0	False
