nicolette avi silberschatz::nicolette avi silberschatz
tracks unallocated blocks::tracks unallocated blocks
module when requested::module when requested
manages metadata information::manages metadata information
metadata information metadata::metadata information metadata
information metadata includes::information metadata includes
file system manages::file system manages
manages the directory::manages the directory
structure to provide::structure to provide
provide the fileorganization::provide the fileorganization
maintains file structure::maintains file structure
structure via file-control::structure via file-control
blocks a flle-corttml::blocks a flle-corttml
unix file systems::unix file systems
contents the logical::contents the logical
responsible for protection::responsible for protection
duplication of code::duplication of code
code is minimized::code is minimized
basic file-system code::basic file-system code
systems each file::systems each file
file-system and file-organization::file-system and file-organization
layering can introduce::layering can introduce
introduce more operating::introduce more operating
operating system overhead::operating system overhead
result in decreased::result in decreased
including the decision::including the decision
challenge in designing::challenge in designing
designing new systems::designing new systems
systems many file::systems many file
today most operating::today most operating
cd-roms are written::cd-roms are written
standard format agreed::standard format agreed
manufacturers in addition::manufacturers in addition
addition to removable-media::addition to removable-media
removable-media file systems::removable-media file systems
diskbased file systems::diskbased file systems
file systems unix::file systems unix
berkeley fast file::berkeley fast file
fast file system::fast file system
support disk file-system::support disk file-system
disk file-system formats::disk file-system formats
formats of fat::formats of fat
windows nt file::windows nt file
floppy-disk file-system formats::floppy-disk file-system formats
formats although linux::formats although linux
supports over forty::supports over forty
forty different file::forty different file
standard linux file::standard linux file
linux file system::linux file system
versions being ext2::versions being ext2
ext2 and ext3::ext2 and ext3
server is mounted::server is mounted
network file-system research::network file-system research
file-system research continues::file-system research continues
area of operating-system::area of operating-system
implementation coogle created::implementation coogle created
system to meet::system to meet
meet the company::meet the company
company s specific::company s specific
flexibility in file-system::flexibility in file-system
implementing and executing::implementing and executing
executing file systems::executing file systems
systems as user-level::systems as user-level
code using fuse::code using fuse
user can add::user can add
variety of operating::variety of operating
system to manage::system to manage
manage her files::manage her files
systems implement open::systems implement open
calls for processes::calls for processes
processes to request::processes to request
structures and operations::structures and operations
implement file-system operations::implement file-system operations
operations 11.2.1 overview::operations 11.2.1 overview
overview several on-disk::overview several on-disk
on-disk and in-memory::on-disk and in-memory
implement a file::implement a file
system these structures::system these structures
structures vary depending::structures vary depending
general principles apply::general principles apply
apply on disk::apply on disk
operating system stored::operating system stored
number of blocks::number of blocks
number and location::number and location
location of free::location of free
structures are detailed::structures are detailed
typically the first::typically the first
volume in ufs::volume in ufs
count and free-block::count and free-block
count and fcb::count and fcb
pointers in ufs::pointers in ufs
organize the files::organize the files
files in ufs::files in ufs
includes file names::includes file names
numbers in ntfs::numbers in ntfs
master file table::master file table
table a per-file::table a per-file
unique identifier number::unique identifier number
entry in ntfs::entry in ntfs
relational database structure::relational database structure
row per file::row per file
file the in-memory::file the in-memory
management and performance::management and performance
improvement via caching::improvement via caching
caching the data::caching the data
data are loaded::data are loaded
loaded at mount::loaded at mount
updated during file-system::updated during file-system
discarded at dismount::discarded at dismount
dismount several types::dismount several types
types of structures::types of structures
included an in-memory::included an in-memory
volume contains information::volume contains information
mounted an in-memory::mounted an in-memory
in-memory directory-structure cache::in-memory directory-structure cache
directory-structure cache holds::directory-structure cache holds
holds the directory::holds the directory
recently accessed directories::recently accessed directories
volumes are mounted::volumes are mounted
file owner group::file owner, group
acl file data::acl file data
file data blocks::file data blocks
blocks or pointers::blocks or pointers
pointers to file::pointers to file
data blocks figure::data blocks figure
typical file-control block::typical file-control block
information buffers hold::information buffers hold
buffers hold file-system::buffers hold file-system
hold file-system blocks::hold file-system blocks
read from disk::read from disk
disk or written::disk or written
disk to create::disk to create
application program calls::application program calls
calls the logical::calls the logical
system the logical::system the logical
structures to create::structures to create
file-system implementation creates::file-system implementation creates
creates all fcbs::creates all fcbs
fcbs at file-system::fcbs at file-system
fcb is allocated::fcb is allocated
set of free::set of free
system then reads::system then reads
directory into memory::directory into memory
disk a typical::disk a typical
fcb is shown::fcb is shown
treat a directory::treat a directory
type field indicating::type field indicating
directory other operating::directory other operating
includii g windows::includii g windows
implement separate system::implement separate system
separate system calls::separate system calls
directories and treat::directories and treat
directories as entities::directories as entities
separate from files::separate from files
larger structural issues::larger structural issues
system can call::system can call
call the file-organization::call the file-organization
module to map::module to map
map the directory::map the directory
i into disk-block::-NONE- into disk-block
opened the open::opened the open
passes a file::passes a file
system the open::system the open
call first searches::call first searches
searches the system-wide::searches the system-wide
per-process open-file table::per-process open-file table
entry is created::entry is created
existing system-wide open-file::existing system-wide open-file
table this algorithm::table this algorithm
algorithm can save::algorithm can save
save substantial overhead::save substantial overhead
structure is searched::structure is searched
cached in memory::cached in memory
speed directory operations::speed directory operations
fcb is copied::fcb is copied
memory this table::memory this table
stores the fcb::stores the fcb
entry is made::entry is made
fields may include::fields may include
file is open::file is open
open the open::open the open
user space kernel::user space kernel
space kernel memory::space kernel memory
secondary storage secondary::secondary storage secondary
storage secondary storage::storage secondary storage
secondary storage figure::secondary storage figure
in-memory file-system structures::in-memory file-system structures
file read file-system::file read file-system
read file-system table::read file-system table
table all file::table all file
pointer the file::pointer the file
fcb is located::fcb is located
located on disk::located on disk
entry varies unix::entry varies unix
varies unix systems::varies unix systems
per-process table entry::per-process table entry
entry s open::entry s open
metadata is copied::metadata is copied
disk-based directory structure::disk-based directory structure
removed some systems::removed some systems
complicate this scheme::complicate this scheme
open-file table holds::open-file table holds
holds the inodes::holds the inodes
information for files::information for files
holds similar information::holds similar information
information for network::information for network
connections and devices::connections and devices
purposes the caching::purposes the caching
aspects of file-system::aspects of file-system
overlooked most systems::overlooked most systems
actual data blocks::actual data blocks
memory the bsd::memory the bsd
bsd unix system::bsd unix system
system is typical::system is typical
caches wherever disk::caches wherever disk
saved its average::saved its average
average cache hit::average cache hit
cache hit rate::cache hit rate
implementing the bsd::implementing the bsd
fully in appendix::fully in appendix
implementation are summarized::implementation are summarized
summarized in figure::summarized in figure
partitions and mounting::partitions and mounting
mounting the layout::mounting the layout
system a disk::system a disk
sliced into multiple::sliced into multiple
volume can span::volume can span
span multiple partitions::span multiple partitions
partitions on multiple::partitions on multiple
layout is discussed::layout is discussed
considered a form::considered a form
form of raid::form of raid
unix swap space::unix swap space
format on disk::format on disk
file system likewise::file system likewise
databases use raw::databases use raw
disk and format::disk and format
format the data::format the data
data to suit::data to suit
hold information needed::hold information needed
needed by disk::needed by disk
disk raid systems::disk raid systems
bit maps indicating::bit maps indicating
indicating which blocks::indicating which blocks
blocks are mirrored::blocks are mirrored
miniature database holding::miniature database holding
database holding raid::database holding raid
holding raid configuration::holding raid configuration
raid configuration information::raid configuration information
disks are members::disks are members
raid set raw::raid set raw
set raw disk::set raw disk
section 12.5.1 boot::section 12.5.1 boot
12.5.1 boot information::12.5.1 boot information
file-system code loaded::file-system code loaded
interpret the file-system::interpret the file-system
series of blocks::series of blocks
image into memory::image into memory
find and load::find and load
load the kernel::load the kernel
kernel and start::kernel and start
start it executing::start it executing
boot a specific::boot a specific
specific operating system::specific operating system
boot a boot::boot a boot
loader that understands::loader that understands
understands multiple file::understands multiple file
systems and multiple::systems and multiple
systems can occupy::systems can occupy
occupy the boot::occupy the boot
space once loaded::space once loaded
disk the disk::disk the disk
mounted at boot::mounted at boot
system as part::system as part
successful mount operation::successful mount operation
format is invalid::format is invalid
in-memory mount table::in-memory mount table
system the details::system the details
operating system microsoft::operating system microsoft
system microsoft windows-based::system microsoft windows-based
microsoft windows-based systems::microsoft windows-based systems
windows-based systems mount::windows-based systems mount
mount each volume::mount each volume
separate name space::separate name space
colon to record::colon to record
operating system places::operating system places
places a pointer::places a pointer
specifies the driver::specifies the driver
operating system finds::operating system finds
pointer and traverses::pointer and traverses
device to find::device to find
directory later versions::directory later versions
windows can mount::windows can mount
mount a file::mount a file
existing directory structure::existing directory structure
mounting is implemented::mounting is implemented
implemented by setting::implemented by setting
setting a flag::setting a flag
directory the flag::directory the flag
point a field::point a field
field then points::field then points
indicating which device::indicating which device
device is mounted::device is mounted
mount table entry::mount table entry
device this scheme::device this scheme
seamlessly among file::seamlessly among file
types 11.2.3 virtual::types 11.2.3 virtual
11.2.3 virtual file::11.2.3 virtual file
virtual file systems::virtual file systems
systems the previous::systems the previous
previous section m.akes::previous section m.akes
clear that modern::clear that modern
concurrently support multiple::concurrently support multiple
support multiple types::support multiple types
system allow multiple::system allow multiple
users seamlessly move::users seamlessly move
move between file-system::move between file-system
navigate the file-system::navigate the file-system
details an obvious::details an obvious
obvious but suboptimal::obvious but suboptimal
method of implementing::method of implementing
implementing multiple types::implementing multiple types
techniques to simplify::techniques to simplify
modularize the implementation::modularize the implementation
dissimilar file-system types::dissimilar file-system types
including network file::including network file
network file systems::network file systems
users can access::users can access
contained within multiple::contained within multiple
network data structures::network data structures
structures and procedures::structures and procedures
isolate the basic::isolate the basic
basic systemcall functionality::basic systemcall functionality
file-system implementation consists::file-system implementation consists
schematically in figure::schematically in figure
layer the vfs::layer the vfs
vfs layer serves::vfs layer serves
serves two important::serves two important
two important functions::two important functions
separates file-system-generic operations::separates file-system-generic operations
implementation by defining::implementation by defining
defining a clean::defining a clean
clean vfs interface::clean vfs interface
interface several implementations::interface several implementations
interface may coexist::interface may coexist
allowing transparent access::allowing transparent access
file systems mounted::file systems mounted
systems mounted locally::systems mounted locally
representing a file::representing a file
network the vfs::network the vfs
vfs is based::vfs is based
network-wide unique file::network-wide unique file
inodes are unique::inodes are unique
single file system::single file system
uniqueness is required::uniqueness is required
required for support::required for support
support of network::support of network
systems the kernel::systems the kernel
maintains one vnode::maintains one vnode
vfs distinguishes local::vfs distinguishes local
distinguishes local files::distinguishes local files
files from remote::files from remote
types the vfs::types the vfs
vfs activates file-system-specific::vfs activates file-system-specific
activates file-system-specific operations::activates file-system-specific operations
operations to handle::operations to handle
handle local requests::handle local requests
types and calls::types and calls
calls the nfs::calls the nfs
nfs protocol procedures::nfs protocol procedures
procedures for remote::procedures for remote
remote requests file::remote requests file
requests file handles::requests file handles
handles are constructed::handles are constructed
passed as arguments::passed as arguments
procedures the layer::procedures the layer
file system file-system::file system file-system
system file-system type::system file-system type
examine the vfs::examine the vfs
architecture in linux::architecture in linux
four main object::four main object
main object types::main object types
object types defined::object types defined
represents an individual::represents an individual
file the file::file the file
represents an open::represents an open
file the superblock::file the superblock
represents an entire::represents an entire
system the dentry::system the dentry
individual directory entry::individual directory entry
four object types::four object types
defines a set::defines a set
set of operations::set of operations
implemented every object::implemented every object
table the function::table the function
function table lists::function table lists
lists the addresses::lists the addresses
functions that implement::functions that implement
implement the defined::implement the defined
file object include::file object include
-open a file::-open a file
file ssize_t read::file ssize_t read
file ssize_t write::file ssize_t write
file int mmap::file int mmap
-memory-map a file::-memory-map a file
file an implementation::file an implementation
specific file type::specific file type
type is required::type is required
implement each function::implement each function
definition ofthe file::definition ofthe file
ofthe file object::ofthe file object
struct f ile_operat::struct f ile_operat
vfs software layer::vfs software layer
layer can perform::layer can perform
perform an operation::perform an operation
objects by calling::objects by calling
object s function::object s function
kind of object::kind of object
represents a disk::represents a disk
file s read::file s read
layer will call::layer will call
call that function::call that function
function without caring::function without caring
read the selection::read the selection
selection of directory-allocation::selection of directory-allocation
directory-allocation and directory-management::directory-allocation and directory-management
algorithms significantly affects::algorithms significantly affects
affects the efficiency::affects the efficiency
discuss the trade-offs::discuss the trade-offs
involved in choosing::involved in choosing
algorithms 11.3.1 linear::algorithms 11.3.1 linear
11.3.1 linear list::11.3.1 linear list
list the simplest::list the simplest
implementing a directory::implementing a directory
list of file::list of file
names with pointers::names with pointers
blocks this method::blocks this method
method is simple::method is simple
simple to program::simple to program
program but time-consuming::program but time-consuming
time-consuming to execute::time-consuming to execute
execute to create::execute to create
directory to delete::directory to delete
release the space::release the space
reuse the directory::reuse the directory
mark the entry::mark the entry
entry as unused::entry as unused
free directory entries::free directory entries
copy the last::copy the last
decrease the length::decrease the length
directory a linked::directory a linked
required to delete::required to delete
file the real::file the real
list of directory::list of directory
finding a file::finding a file
requires a linear::requires a linear
linear search directory::linear search directory
search directory information::search directory information
users will notice::users will notice
notice if access::notice if access
slow in fact::slow in fact
implement a software::implement a software
cache to store::cache to store
recently used directory::recently used directory
information a cache::information a cache
cache hit avoids::cache hit avoids
reread the information::reread the information
information from disk::information from disk
disk a sorted::disk a sorted
search and decreases::search and decreases
decreases the average::decreases the average
sorted may complicate::sorted may complicate
move substantial amounts::move substantial amounts
amounts of directory::amounts of directory
information to maintain::information to maintain
maintain a sorted::maintain a sorted
sophisticated tree data::sophisticated tree data
tree data structure::tree data structure
sorted directory listing::sorted directory listing
separate sort step::separate sort step
step 11.3.2 hash::step 11.3.2 hash
11.3.2 hash table::11.3.2 hash table
table another data::table another data
linear list stores::linear list stores
stores the directory::stores the directory
hash data structure::hash data structure
hash table takes::hash table takes
takes a value::takes a value
decrease the directory::decrease the directory
search time insertion::search time insertion
insertion and deletion::insertion and deletion
made for collisions-situations::made for collisions-situations
file names hash::file names hash
generally fixed size::generally fixed size
make a linear-probing::make a linear-probing
linear-probing hash table::linear-probing hash table
table that holds::table that holds
entries the hash::entries the hash
hash function converts::hash function converts
converts file names::converts file names
names into integers::names into integers
create a 65th::create a 65th
enlarge the directory::enlarge the directory
directory hash table-say::directory hash table-say
map file narnes::map file narnes
reorganize the existing::reorganize the existing
existing directory entries::existing directory entries
entries to reflect::entries to reflect
chained-overflow hash table::chained-overflow hash table
collisions by adding::collisions by adding
linked list lookups::linked list lookups
list of colliding::list of colliding
colliding table entries::colliding table entries
directory the direct-access::directory the direct-access
nature of disks::nature of disks
implementation of files::implementation of files
disk the main::disk the main
space is utilized::space is utilized
effectively and files::effectively and files
quickly three major::quickly three major
methods of allocating::methods of allocating
allocating disk space::allocating disk space
indexed each method::indexed each method
method has advantages::method has advantages
disadvantages some systems::disadvantages some systems
general s rdos::general s rdos
line of computers::line of computers
type 11.4.1 contiguous::type 11.4.1 contiguous
11.4.1 contiguous allocation::11.4.1 contiguous allocation
contiguous allocation requires::contiguous allocation requires
occupy a set::occupy a set
set of contiguous::set of contiguous
blocks on disk::blocks on disk
disk disk addresses::disk disk addresses
disk addresses define::disk addresses define
define a linear::define a linear
job is accessil1.g::job is accessil1.g
accessil1.g the disk::accessil1.g the disk
requires no head::requires no head
movement when head::movement when head
movement is needed::movement is needed
number of disk::number of disk
disk seeks required::disk seeks required
required for accessing::required for accessing
accessing contiguously allocated::accessing contiguously allocated
contiguously allocated files::contiguously allocated files
files is minimal::files is minimal
needed the ibm::needed the ibm
ibm vm operatil1.g::ibm NNS operatil1.g
vm operatil1.g system::NNS operatil1.g system
system uses contiguous::system uses contiguous
good performance contiguous::good performance contiguous
performance contiguous allocation::performance contiguous allocation
long and starts::long and starts
starts at location::starts at location
accessing a file::accessing a file
contiguously is easy::contiguously is easy
easy for sequential::easy for sequential
file system remembers::file system remembers
remembers the disk::remembers the disk
last block referenced::last block referenced
access to block::access to block
file that starts::file that starts
starts at block::starts at block
immediately access block::immediately access block
supported by contiguous::supported by contiguous
directory file start::directory file start
file start length::file start length
start length count::start length count
disk space contiguous::disk space contiguous
space contiguous allocation::space contiguous allocation
difficulty is finding::difficulty is finding
file the system::file the system
chosen to manage::chosen to manage
manage free space::manage free space
free space determines::free space determines
task is accomplished::task is accomplished
systems are discussed::systems are discussed
general problem discussed::general problem discussed
involves to satisfy::involves to satisfy
efficient than worst::efficient than worst
files are allocated::files are allocated
allocated and deleted::allocated and deleted
free disk space::free disk space
broken into pieces::broken into pieces
exists whenever free::exists whenever free
broken into chunks::broken into chunks
largest contiguous chunk::largest contiguous chunk
chunk is insufficient::chunk is insufficient
request ; storage::request ; storage
storage is fragncented::storage is fragncented
number of holes::number of holes
store the data::store the data
amount of disk::amount of disk
average file size::average file size
problem one strategy::problem one strategy
strategy for preventing::strategy for preventing
loss of significant::loss of significant
amounts of disk::amounts of disk
space to external::space to external
copy an entire::copy an entire
disk or tape::disk or tape
tape the original::tape the original
creating one large::creating one large
large contiguous free::large contiguous free
contiguous free space::contiguous free space
copy the files::copy the files
disk by allocating::disk by allocating
allocating contiguous space::allocating contiguous space
hole this scheme::hole this scheme
effectively all free::effectively all free
solving the fragmentation::solving the fragmentation
severe for large::severe for large
large hard disks::large hard disks
function be done::function be done
file system unmounted::file system unmounted
compaction is avoided::compaction is avoided
costs on production::costs on production
machines most modern::machines most modern
defragmentation can perform::defragmentation can perform
normal system operations::normal system operations
substantial another problem::substantial another problem
problem with contiguous::problem with contiguous
allocation is determining::allocation is determining
space is needed::space is needed
found and allocated::found and allocated
program or person::program or person
copying an existing::copying an existing
difficult to estimate::difficult to estimate
best-fit allocation strategy::best-fit allocation strategy
make the file::make the file
larger in place::larger in place
place two possibilities::place two possibilities
possibilities then exist::possibilities then exist
message the user::message the user
allocate more space::allocate more space
space and run::space and run
costly to prevent::costly to prevent
overestimate the amount::overestimate the amount
resulting in considerable::resulting in considerable
considerable wasted space::considerable wasted space
find a larger::find a larger
copy the contents::copy the contents
release the previous::release the previous
space this series::space this series
series of actions::series of actions
long as space::long as space
inefficient a file::inefficient a file
months or years::months or years
allocated enough space::allocated enough space
amount of internal::amount of internal
fragmentation to minimize::fragmentation to minimize
minimize these drawbacks::minimize these drawbacks
modified contiguous-allocation scheme::modified contiguous-allocation scheme
chunk of space::chunk of space
chunk of contiguous::chunk of contiguous
added the location::added the location
file s blocks::file s blocks
file can set::file can set
set the extent::set the extent
results in inefficiencies::results in inefficiencies
owner is incorrect::owner is incorrect
incorrect internal fragm.entation::incorrect internal fragm.entation
problem as extents::problem as extents
extents of varying::extents of varying
sizes are allocated::sizes are allocated
deallocated the commercial::deallocated the commercial
veritas file system::veritas file system
system uses extents::system uses extents
extents to optimize::extents to optimize
standard unix ufs::standard unix ufs
ufs 11.4.2 linked::ufs 11.4.2 linked
11.4.2 linked allocation::11.4.2 linked allocation
linked allocation solves::linked allocation solves
solves all problems::solves all problems
problems of contiguous::problems of contiguous
allocation with linked::allocation with linked
list of disk::list of disk
disk the directory::disk the directory
blocks might start::blocks might start
start at block::start at block
continue at block::continue at block
block these pointers::block these pointers
user sees blocks::user sees blocks
bytes to create::bytes to create
ile the directory::ile the directory
directory with linked::directory with linked
first disk block::first disk block
file this pointer::file this pointer
pointer is initialized::pointer is initialized
initialized to nil::initialized to nil
end-of-list pointer value::end-of-list pointer value
signify an empty::signify an empty
file the size::file the size
free-space management system::free-space management system
system to filed::system to filed
filed a free::filed a free
block is written::block is written
simply read blocks::simply read blocks
pointers from block::pointers from block
block to block::block to block
fragmentation with linked::fragmentation with linked
request the size::request the size
created a file::created a file
file can continue::file can continue
continue to grow::continue to grow
long as free::long as free
compact disk space::compact disk space
disk space linked::disk space linked
space linked allocation::space linked allocation
files to filed::files to filed
file and follow::file and follow
follow the pointers::follow the pointers
block each access::block each access
requires a disk::requires a disk
require a disk::require a disk
inefficient to support::inefficient to support
support a direct-access::support a direct-access
capability for linked-allocation::capability for linked-allocation
files another disadvantage::files another disadvantage
information each file::information each file
slightly more space::slightly more space
blocks into multiples::blocks into multiples
blocks for instance::blocks for instance
system may define::system may define
define a cluster::define a cluster
blocks and operate::blocks and operate
cluster units pointers::cluster units pointers
file s disk::file s disk
space this method::space this method
logical-to-physical block mapping::logical-to-physical block mapping
mapping to remain::mapping to remain
improves disk throughput::improves disk throughput
fewer disk-head seeks::fewer disk-head seeks
seeks are required::seeks are required
decreases the space::decreases the space
needed for block::needed for block
allocation and free-list::allocation and free-list
management the cost::management the cost
increase in internal::increase in internal
space is wasted::space is wasted
partially full clusters::partially full clusters
improve the disk-access::improve the disk-access
algorithms as welt::algorithms as welt
problem of linked::problem of linked
allocation is reliability::allocation is reliability
files are linked::files are linked
pointer were lost::pointer were lost
lost or damaged::lost or damaged
damaged a bug::damaged a bug
disk hardware failure::disk hardware failure
failure might result::failure might result
result in picking::result in picking
pointer this error::pointer this error
result in linking::result in linking
file one partial::file one partial
doubly linked lists::doubly linked lists
store the file::store the file
file an important::file an important
variation on linked::variation on linked
simple but efficient::simple but efficient
method of disk-space::method of disk-space
os operating systems::-NONE- operating systems
systems a section::systems a section
volume is set::volume is set
table the table::table the table
indexed by block::indexed by block
number the fat::number the fat
list the directory::list the directory
file the table::file the table
table entry indexed::table entry indexed
file this chain::file this chain
reaches the last::reaches the last
special end-of-file value::special end-of-file value
entry an unused::entry an unused
matter of finding::matter of finding
finding the first::finding the first
first 0-valued table::first 0-valued table
0-valued table entry::0-valued table entry
entry and replacing::entry and replacing
replacing the previous::replacing the previous
previous end-of-file value::previous end-of-file value
value an illustrative::value an illustrative
fat structure shown::fat structure shown
consisting of disk::consisting of disk
entry name start::entry name start
fat allocation scheme::fat allocation scheme
scheme can result::scheme can result
disk head seeks::disk head seeks
fat is cached::fat is cached
cached the disk::cached the disk
head must move::head must move
volume to read::volume to read
read the fat::read the fat
fat and find::fat and find
block in question::block in question
blocks a benefit::blocks a benefit
head can find::head can find
block by reading::block by reading
reading the information::reading the information
fat 11.4.3 indexed::fat 11.4.3 indexed
11.4.3 indexed allocation::11.4.3 indexed allocation
indexed allocation linked::indexed allocation linked
allocation linked allocation::allocation linked allocation
solves the external-fragmentation::solves the external-fragmentation
external-fragmentation and size-declaration::external-fragmentation and size-declaration
support efficient direct::support efficient direct
efficient direct access::efficient direct access
blocks are scattered::blocks are scattered
retrieved in order::retrieved in order
solves this problem::solves this problem
problem by bringil1.g::problem by bringil1.g
array of disk-block::array of disk-block
index block points::index block points
find and read::find and read
1lz index-block entry::1lz index-block entry
entry this scheme::entry this scheme
scheme is similar::scheme is similar
paging scheme described::paging scheme described
scheme described il1::scheme described il1
described il1 section::described il1 section
block are set::block are set
set to nil::set to nil
block is first::block is first
block is obtained::block is obtained
address is put::address is put
index-block entry indexed::index-block entry indexed
entry indexed allocation::entry indexed allocation
indexed allocation supports::indexed allocation supports
allocation supports direct::allocation supports direct
supports direct access::supports direct access
suffering from external::suffering from external
disk can satisfy::disk can satisfy
space indexed allocation::space indexed allocation
allocation does suffer::allocation does suffer
suffer from wasted::suffer from wasted
overhead of linked::overhead of linked
blocks with linked::blocks with linked
lose the space::lose the space
pointer per directory::pointer per directory
directory file jeep::directory file jeep
block with indexed::block with indexed
entire index block::entire index block
non-nil this point::non-nil this point
raises the question::raises the question
large the index::large the index
hold enough pointers::hold enough pointers
scheme an index::scheme an index
small header giving::small header giving
index a variant::index a variant
variant of linked::variant of linked
first-level index block::first-level index block
block to point::block to point
set of second-level::set of second-level
second-level index blocks::second-level index blocks
blocks to access::blocks to access
access a block::access a block
index to find::index to find
find a second-level::find a second-level
second-level index block::second-level index block
block to find::block to find
desired data block::desired data block
block this approach::block this approach
desired maximum file::desired maximum file
maximum file size::maximum file size
size with 4,096-byte::size with 4,096-byte
store 1,024 four-byte::store 1,024 four-byte
1,024 four-byte pointers::1,024 four-byte pointers
block two levels::block two levels
levels of indexes::levels of indexes
1,048,576 data blocks::1,048,576 data blocks
4gb combined scheme::4gb combined scheme
scheme another alternative::scheme another alternative
file s inode::file s inode
inode the first::inode the first
point to direct::point to direct
addresses of blocks::addresses of blocks
data for small::data for small
separate index block::separate index block
point to indirect::point to indirect
blocks the first::blocks the first
single indirect block::single indirect block
double indirect block::double indirect block
blocks the last::blocks the last
triple indirect block::triple indirect block
exceeds the amount::exceeds the amount
four-byte file pointers::four-byte file pointers
systems a 32-bit::systems a 32-bit
32-bit file pointer::32-bit file pointer
file pointer reaches::file pointer reaches
64-bit file pointers::64-bit file pointers
file pointers pointers::file pointers pointers
size allow files::size allow files
files and file::files and file
terabytes in size::terabytes in size
size a unix::size a unix
inode is shown::inode is shown
indexed-allocation schemes suffer::indexed-allocation schemes suffer
volume 11.4.4 performance::volume 11.4.4 performance
performance the allocation::performance the allocation
efficiency and data-block::efficiency and data-block
data-block access times::data-block access times
criteria in selecting::criteria in selecting
selecting the proper::selecting the proper
method or methods::method or methods
system to implement::system to implement
inode before selecting::inode before selecting
selecting an allocation::selecting an allocation
file in memory::file in memory
immediately the disk::immediately the disk
read it directly::read it directly
directly for linked::directly for linked
block in memory::block in memory
memory and read::memory and read
directly this method::directly this method
block might require::block might require
require i disk::require i disk
reads this problem::reads this problem
application requiring direct::application requiring direct
requiring direct access::requiring direct access
systems support direct-access::systems support direct-access
support direct-access files::support direct-access files
allocation and sequential-access::allocation and sequential-access
created for sequential::created for sequential
created for direct::created for direct
support both direct::support both direct
access and sequential::access and sequential
algorithms to support::algorithms to support
support both allocation::support both allocation
allocation methods files::allocation methods files
file are copied::file are copied
file renamed indexed::file renamed indexed
renamed indexed allocation::renamed indexed allocation
keeping the index::keeping the index
memory requires considerable::memory requires considerable
requires considerable space::requires considerable space
first the index::first the index
two index-block reads::two index-block reads
extremely large file::extremely large file
accessing a block::accessing a block
file would require::file would require
needed data block::needed data block
performance of indexed::performance of indexed
indexed allocation depends::indexed allocation depends
desired some systems::desired some systems
systems combine contiguous::systems combine contiguous
combine contiguous allocation::combine contiguous allocation
allocation with indexed::allocation with indexed
allocation for small::allocation for small
file grows large::file grows large
files are small::files are small
allocation is efficient::allocation is efficient
efficient for small::efficient for small
good for instance::good for instance
system from sun::system from sun
microsystems was changed::microsystems was changed
file-system allocation algorithm::file-system allocation algorithm
algorithm the performance::algorithm the performance
maximum disk throughput::maximum disk throughput
cpu and produced::cpu and produced
produced a disk::produced a disk
space in clusters::space in clusters
transfer on sun::transfer on sun
allocation reduced external::allocation reduced external
reduced external fragmentation::reduced external fragmentation
seek and latency::seek and latency
times in addition::times in addition
routines were optimized::routines were optimized
optimized to read::optimized to read
clusters the inode::clusters the inode
structure was left::structure was left
read-ahead and free-behind::read-ahead and free-behind
percent less cpu::percent less cpu
throughput substantially improved::throughput substantially improved
disparity between cpu::disparity between cpu
speed and disk::speed and disk
unreasonable to add::unreasonable to add
thousands of extra::thousands of extra
system to save::system to save
disparity is increasing::disparity is increasing
point where hundreds::point where hundreds
thousands of instructions::thousands of instructions
optimize head movements::optimize head movements
movements since disk::movements since disk
space is limited::space is limited
reuse the space::reuse the space
space from deleted::space from deleted
write-once optical disks::write-once optical disks
track of free::track of free
free-space list records::free-space list records
records all free::records all free
free disk blocks-those::free disk blocks-those
blocks-those not allocated::blocks-those not allocated
directory to create::directory to create
search the free-space::search the free-space
space and allocate::space and allocate
allocate that space::allocate that space
file this space::file this space
space is added::space is added
list the free-space::list the free-space
11.5.1 bit vector::11.5.1 bit vector
list is implemented::list is implemented
block is represented::block is represented
block is free::block is free
disk where blocks::disk where blocks
blocks are allocated::blocks are allocated
allocated the free-space::allocated the free-space
free-space bit map::free-space bit map
efficiency in finding::efficiency in finding
first free block::first free block
consecutive free blocks::consecutive free blocks
computers supply bit-manipulation::computers supply bit-manipulation
supply bit-manipulation instructions::supply bit-manipulation instructions
intel family starting::intel family starting
motorola family starting::motorola family starting
instructions that return::instructions that return
return the offset::return the offset
processors have powered::processors have powered
pcs and macintosh::pcs and macintosh
technique for finding::technique for finding
bit-vector to allocate::bit-vector to allocate
check each word::check each word
bits and represents::bits and represents
first non-0 word::first non-0 word
word is scanned::word is scanned
block the calculation::block the calculation
bits per word::bits per word
number of 0-value::number of 0-value
offset of first::offset of first
hardware features driving::hardware features driving
features driving software::features driving software
driving software functionality::driving software functionality
vectors are inefficient::vectors are inefficient
occasionally for recovery::occasionally for recovery
necessarily for larger::necessarily for larger
disk with 512-byte::disk with 512-byte
track its free::track its free
clustering the blocks::clustering the blocks
blocks in groups::blocks in groups
reduces this number::reduces this number
4-kb blocks requires::4-kb blocks requires
store its bit::store its bit
size constantly increases::size constantly increases
problem with bit::problem with bit
vectors will continue::vectors will continue
continue to escalate::continue to escalate
1-pb file system::1-pb file system
manage its free::manage its free
space 11.5.2 linked::space 11.5.2 linked
11.5.2 linked list::11.5.2 linked list
list another approach::list another approach
approach to free-space::approach to free-space
free disk blocks::free disk blocks
