computer networks prof::computer networks prof
two different amounts::two different amounts
kind of collision::kind of collision
collision and backing::collision and backing
kind of scheme::kind of scheme
variable bit rate::variable bit rate
bit rate traffic::bit rate traffic
sort of reserved::sort of reserved
slots in data::slots in data
notice the figure::notice the figure
information or signal::information or signal
high one coming::high one coming
sort of interspersed::sort of interspersed
division multiplex fashion::division multiplex fashion
fashion only thing::fashion only thing
thing to notice::thing to notice
synchronizing behavior breaks::synchronizing behavior breaks
communicate at precise::communicate at precise
trouble of ensuring::trouble of ensuring
running a clock::running a clock
access it enables::access it enables
access to channel::access to channel
channel in rounds::channel in rounds
rounds each station::rounds each station
station gets fixed::station gets fixed
fixed length slots::fixed length slots
length is equal::length is equal
equal to packet::equal to packet
round the unused::round the unused
slots go idle::slots go idle
1,3,4 have packet::1,3,4 have packet
packet and slots::packet and slots
idle this kind::idle this kind
kind of frames::kind of frames
channel gets entire::channel gets entire
rotating time period::rotating time period
send the data::send the data
rate the advantage::rate the advantage
senders with heavier::senders with heavier
loads by doing::loads by doing
gains some kind::gains some kind
kind of efficiency::kind of efficiency
advantage over fdma::advantage over fdma
reduce the power::reduce the power
consumption the disadvantage::consumption the disadvantage
requires precise synchronization::requires precise synchronization
talked about earlier::talked about earlier
access the entire::access the entire
entire frequency band::entire frequency band
standard time division::standard time division
tdma and fdma::tdma and fdma
fdma each channel::fdma each channel
slightly more detail::slightly more detail
combining both tdma::combining both tdma
domain the advantage::domain the advantage
robust against frequency::robust against frequency
frequency selective interference::frequency selective interference
communication the frequency::communication the frequency
frequency is sort::frequency is sort
sort of changing::sort of changing
inherent tapping protection::inherent tapping protection
lot of advantages::lot of advantages
efficient the disadvantage::efficient the disadvantage
synchronize the clocks::synchronize the clocks
partitioning or cdma::partitioning or cdma
cdma is code::cdma is code
unique code assigned::unique code assigned
code set partitioning::code set partitioning
wireless broadcast channels::wireless broadcast channels
channels like cellular::channels like cellular
details encoded signal::details encoded signal
chipping sequence decoding::chipping sequence decoding
product of encoded::product of encoded
signal and chipping::signal and chipping
users to coexist::users to coexist
coexist and transmit::coexist and transmit
simultaneously with minimal::simultaneously with minimal
interference if codes::interference if codes
sharing a number::sharing a number
number of channels::number of channels
channels each station::channels each station
dimension each channel::dimension each channel
signals are encoded::signals are encoded
streams of communication::streams of communication
multiple simultaneous transmissions::multiple simultaneous transmissions
separated using coding::separated using coding
spread spectrum multiple::spread spectrum multiple
spectrum multiple access::spectrum multiple access
sending b bits::sending b bits
bit is encoded::bit is encoded
number of chips::number of chips
sort of tiny::sort of tiny
fragments of bits::fragments of bits
khz per station::khz per station
station with fewer::station with fewer
chips per bit::chips per bit
bandwidth is higher::bandwidth is higher
code all channels::code all channels
talk about simple::talk about simple
sort of mix::sort of mix
mix up fdma::mix up fdma
fdma and tdma::fdma and tdma
fight between gsm::fight between gsm
gsm and cdma::gsm and cdma
cdma is ongoing::cdma is ongoing
complex signal regeneration::complex signal regeneration
subdivided into short::subdivided into short
intervals called chips::intervals called chips
bit that means::bit that means
long the chips::long the chips
sending a long::sending a long
spectrum the entire::spectrum the entire
assigned a unique::assigned a unique
unique m bit::unique m bit
code or chip::code or chip
station to transmit::station to transmit
talking about orthogonal::talking about orthogonal
dot product kind::dot product kind
similar to dot::similar to dot
products in vector::products in vector
two orthogonal vectors::two orthogonal vectors
give some value::give some value
define this dot::define this dot
dot s equal::dot s equal
definition the sum::definition the sum
assign the codes::assign the codes
chips are multiplied::chips are multiplied
naturally the number::naturally the number
numbers are equal::numbers are equal
four different stations::four different stations
chips you note::chips you note
number four position::number four position
number of positions::number of positions
assumption of linear::assumption of linear
addition of signals::addition of signals
assumed linear addition::assumed linear addition
addition of signal::addition of signal
dot will distribute::dot will distribute
means c dot::means c dot
sending any thing::sending any thing
stations are synchronized::stations are synchronized
synchronized and transmit::synchronized and transmit
power in practice::power in practice
synchrony is difficult::synchrony is difficult
longer chip sequences::longer chip sequences
sequences and lower::sequences and lower
lower channel capacity::lower channel capacity
tackle the problem::tackle the problem
problem of power::problem of power
involved ones taking::involved ones taking
taking turns macs::taking turns macs
turns macs protocols::turns macs protocols
channel partitioning mac::channel partitioning mac
partitioning mac protocols::partitioning mac protocols
protocols and random::protocols and random
random access mac::random access mac
access mac protocols::access mac protocols
protocols and taking::protocols and taking
taking turns protocols::taking turns protocols
sort of allocates::sort of allocates
allocates the turn::allocates the turn
poling of overhead::poling of overhead
token bus control::token bus control
control a token::control a token
token is passed::token is passed
message that concerns::message that concerns
concerns token overhead::concerns token overhead
based on tokens::based on tokens
mac taking turns::mac taking turns
assembly line factory::assembly line factory
contention based system::contention based system
communication can happen::communication can happen
people in process::people in process
control and factories::control and factories
token ring token::token ring token
passed from high::passed from high
high to low::high to low
number of station::number of station
token ? token::token ? token
stations the station::stations the station
station with token::station with token
token will transmit::token will transmit
difficult to add::difficult to add
add and remove::add and remove
determines the logical::determines the logical
addresses a mac::addresses a mac
mac or llc::mac or llc
llc data unit::llc data unit
address to handle::address to handle
handle the token::handle the token
protocol for sending::protocol for sending
sort of taking::sort of taking
passed from stations::passed from stations
stations to stations::stations to stations
descending numerical order::descending numerical order
order of station::order of station
hears a token::hears a token
token frame addressed::token frame addressed
transmit data frames::transmit data frames
frames that means::frames that means
higher in number::higher in number
sending the token::sending the token
transmit its data::transmit its data
station has completed::station has completed
completed transmitting data::completed transmitting data
transmitting data frames::transmitting data frames
passes the token::passes the token
sort of form::sort of form
form a nice::form a nice
lower mac address::lower mac address
term mac address::term mac address
earlier also mac::earlier also mac
require some kind::require some kind
kind of address::kind of address
give the control::give the control
worst case performance::worst case performance
solution for metro::solution for metro
means for metro::means for metro
dqdb was suggested::dqdb was suggested
implemented but dqdb::implemented but dqdb
kind of principle::kind of principle
dqdb very quickly::dqdb very quickly
metropolitan area network::metropolitan area network
area network spanning::area network spanning
kilometers and operating::kilometers and operating
speed was talked::speed was talked
designed like fddi::designed like fddi
talking about fddi::talking about fddi
lans ; expanded::lans ; expanded
expanded to service::expanded to service
service packet switching::service packet switching
mbps and isochronous::mbps and isochronous
isochronous services isochronous::isochronous services isochronous
services isochronous means::services isochronous means
means nearly synchronous::means nearly synchronous
features fixed length::features fixed length
fixed length packets::fixed length packets
technology even today::technology even today
today empty cells::today empty cells
cells are generated::cells are generated
generate a stream::generate a stream
stream of empty::stream of empty
cells the streams::cells the streams
streams of cells::streams of cells
information it sets::information it sets
sets a request::sets a request
suppose the node::suppose the node
communicate is downstream::communicate is downstream
left it defers::left it defers
defers to downstream::defers to downstream
counting such requests::counting such requests
system any longer::system any longer
queue the request::queue the request
first serve manner::first serve manner
primary importance today::primary importance today
affinity to atm::affinity to atm
association with sonet::association with sonet
sonet and sdh::sonet and sdh
provide the approved::provide the approved
approved a switching::approved a switching
two more token-based::two more token-based
bus or dqdb::bus or dqdb
dqdb and fddi::dqdb and fddi
lecture we talked::lecture we talked
multiple access schemes::multiple access schemes
set of schemes::set of schemes
schemes in token::schemes in token
bus and dqdv::bus and dqdv
two other variance::two other variance
token based mac::token based mac
kind of round::kind of round
round robin macs::round robin macs
macs that means::macs that means
chance to transmit::chance to transmit
earlier through poling::earlier through poling
poling or token::poling or token
talking about token::talking about token
first a system::first a system
token ring mac::token ring mac
ring mac works::ring mac works
pattern or token::pattern or token
words of bits::words of bits
bits called token::bits called token
token which moves::token which moves
sixteen or hundred::sixteen or hundred
hundred mbps medium::hundred mbps medium
stp or fiber::stp or fiber
manchester we mention::manchester we mention
mention this earlier::mention this earlier
represent here zeros::represent here zeros
signals or optical::signals or optical
maximum frame size::maximum frame size
hundred and fifty::hundred and fifty
bytes or write::bytes or write
point two kilo::point two kilo
two kilo hertz::two kilo hertz
type of network::type of network
dual attached station::dual attached station
rings that means::rings that means
dual attached concentrator::dual attached concentrator
attached concentrator dac::attached concentrator dac
connection for additional::connection for additional
stations and concentrators::stations and concentrators
ring is coming::ring is coming
stations may hang::stations may hang
hang computer networks::hang computer networks
science & engineering::science & engineering
schemes is token::schemes is token
token bus dqd::token bus dqd
two other variants::two other variants
ring and fddi::ring and fddi
talk about token-based::talk about token-based
means the chance::means the chance
earlier through polling::earlier through polling
polling or token::polling or token
topology a token::topology a token
mentioned this earlier::mentioned this earlier
earlier differential manchester::earlier differential manchester
indicator that senses::indicator that senses
senses the ring::senses the ring
ring as free::ring as free
free or busy::free or busy
token is busy::token is busy
busy that means::busy that means
means some frame::means some frame
ring are passing::ring are passing
passing each station::passing each station
station each station::station each station
station is required::station is required
required to examine::required to examine
examine the token::examine the token
wishes to transmit::wishes to transmit
token is empty::token is empty
seizes or captures::seizes or captures
captures the ring::captures the ring
ring by modifying::ring by modifying
modifying the token::modifying the token
start of user::start of user
user frame indicator::user frame indicator
appending the data::appending the data
data and control::data and control
fields and sending::fields and sending
sending the frame::sending the frame
data is copied::data is copied
end user application::end user application
user application attached::user application attached
node that means::node that means
destination node sees::destination node sees
sees that data::sees that data
copies it back::copies it back
back he makes::back he makes
makes a copy::makes a copy
frame continue circulating::frame continue circulating
left the source::left the source
makes the copy::makes the copy
circulating this frame::circulating this frame
make the token::make the token
capture the token::capture the token
token and send::token and send
fashion this shared::fashion this shared
transmits the frame::transmits the frame
station seizes token::station seizes token
token and begins::token and begins
contention or collision::contention or collision
token can transmit::token can transmit
performance of token::performance of token
passing ? first::passing ? first
turn an opportunity::turn an opportunity
opportunity to transmit::opportunity to transmit
traffic is high::traffic is high
transmit a message::transmit a message
back the token::back the token
receives the token::receives the token
start the transmission::start the transmission
computer may hold::computer may hold
hold the token::hold the token
tokens or slots::tokens or slots
frame is traveling::frame is traveling
means multiple slots::means multiple slots
sort of distributed::sort of distributed
mbps these ten::mbps these ten
bits will span::bits will span
ring can hold::ring can hold
kind of performance::kind of performance
assume a token::assume a token
priority ring station::priority ring station
priority ; stations::priority ; stations
seized the ring::seized the ring
frames the token::frames the token
put a frame::put a frame
station b receives::station b receives
receives the frame::receives the frame
transmit some data::transmit some data
data to station::data to station
ring is busy::ring is busy
places its priority::places its priority
sends the token::sends the token
determines the ring::determines the ring
data to send::data to send
passes the frame::passes the frame
put a reservation::put a reservation
place its priority::place its priority
examines the reservation::examines the reservation
station a receives::station a receives
makes the ring::makes the ring
free by resetting::free by resetting
resetting the token::resetting the token
token and passing::token and passing
passing the token::passing the token
reservation field inside::reservation field inside
inside the token::inside the token
token is equal::token is equal
ring is free::ring is free
start really transmitting::start really transmitting
allowed to seize::allowed to seize
seize the token::seize the token
level of priority::level of priority
sort of seizes::sort of seizes
seizes the token::seizes the token
places the data::places the data
ring and sends::ring and sends
sends the transmission::sends the transmission
allowed to place::allowed to place
put its frame::put its frame
naturally the reservation::naturally the reservation
field is reset::field is reset
defer any reservation::defer any reservation
forego any priority::forego any priority
receives its transmission::receives its transmission
required to make::required to make
make the ring::make the ring
transmits the token::transmits the token
seize the ring::seize the ring
seizes the ring::seizes the ring
priority ring works::priority ring works
put the reservation::put the reservation
puts the frame::puts the frame
higher priority nodes::higher priority nodes
nodes have finished::nodes have finished
lower parity nodes::lower parity nodes
nodes can start::nodes can start
set these priority::set these priority
pure simple round::pure simple round
simple round robin::simple round robin
priority based token::priority based token
based token ring::based token ring
dedicated token ring::dedicated token ring
acts as frame::acts as frame
frame level repeater::frame level repeater
system called fddi::system called fddi
technology is taking::technology is taking
taking its place::taking its place
wan or backbone::wan or backbone
backbone as high-speed::backbone as high-speed
mbps was considered::mbps was considered
considered very high::considered very high
technology has changed::technology has changed
schemes can work::schemes can work
fddi was conceived::fddi was conceived
high-speed backbone technology::high-speed backbone technology
dual ring topology::dual ring topology
talked about dual::talked about dual
dual ring topologies::dual ring topologies
based on fibers::based on fibers
fiber distributed data::fiber distributed data
distributed data interface::distributed data interface
interface that forms::interface that forms
forms the acronym::forms the acronym
fiber optic cable::fiber optic cable
transmit light pulses::transmit light pulses
light pulses optical::light pulses optical
pulses optical fiber::pulses optical fiber
optical fiber channel::optical fiber channel
fiber channel operates::fiber channel operates
mbps only today::mbps only today
lans to connect::lans to connect
circumference can extend::circumference can extend
distance between nodes::distance between nodes
kms fddi network::kms fddi network
network can host::network can host
conceived this optical::conceived this optical
continuous optical fiber::continuous optical fiber
fiber this optical::fiber this optical
hub to hub::hub to hub
node to node::node to node
shown in black::shown in black
black the primary::black the primary
fault tolerance purpose::fault tolerance purpose
purpose as matter::purpose as matter
ring fully dedicated::ring fully dedicated
fddi standard specification::fddi standard specification
media access control::media access control
medium is accessed::medium is accessed
error recovery fddi::error recovery fddi
complex mac protocol::complex mac protocol
protocol because fddi::protocol because fddi
traffic is synchronous::traffic is synchronous
carrying some kind::carrying some kind
kind of voice::kind of voice
sacred and sacrosanct::sacred and sacrosanct
packets or data::packets or data
kind of lower::kind of lower
handle a mixture::handle a mixture
synchronous and asynchronous::synchronous and asynchronous
peculiarity of fddi::peculiarity of fddi
makes its mac::makes its mac
plain vanilla token::plain vanilla token
vanilla token ring::vanilla token ring
physical layer protocol::physical layer protocol
layer protocol defines::layer protocol defines
defines the data::defines the data
encoding and decoding::encoding and decoding
data is encoded::data is encoded
encoded and decoded::encoded and decoded
requirements and framing::requirements and framing
characteristics of transmission::characteristics of transmission
fiber optic link::fiber optic link
bit error rates::bit error rates
physical layer medium::physical layer medium
station and ring::station and ring
collection of statistics::collection of statistics
recovery from faults::recovery from faults
point of fddi::point of fddi
topology of fddi::topology of fddi
fddi network consists::fddi network consists
two independent rings::two independent rings
rings ? primary::rings ? primary
alternative data path::alternative data path
shown and secondary::shown and secondary
secondary ring remains::secondary ring remains
ring remains idle::ring remains idle
primary ring fails::primary ring fails
optical fiber rings::optical fiber rings
direction two signal::direction two signal
two signal paths::two signal paths
paths are provided::paths are provided
make the rings::make the rings
rings counter rotating::rings counter rotating
two counter rotating::two counter rotating
counter rotating rings::counter rotating rings
rotating rings passing::rotating rings passing
signal will pass::signal will pass
direction in optical::direction in optical
ring is moving::ring is moving
station has failed::station has failed
make a quick::make a quick
make one ring::make one ring
ring this ring::ring this ring
signal paths provided::signal paths provided
direction a station::direction a station
connected to fddi::connected to fddi
alternate data path::alternate data path
nanometer optical fibers::nanometer optical fibers
method is base::method is base
raw form travel::raw form travel
ring ; data::ring ; data
mbps and topology::mbps and topology
ring of trees::ring of trees
part of concentrator::part of concentrator
tree of nodes::tree of nodes
main fddi ring::main fddi ring
rings this backbone::rings this backbone
backbone is fault::backbone is fault
thing about fddi::thing about fddi
ring and tree::ring and tree
tree is spanning::tree is spanning
dual attached stations::dual attached stations
stations and dual::stations and dual
dual attached concentrators::dual attached concentrators
concentrators ; concentrators::concentrators ; concentrators
roots of trees::roots of trees
single attached station::single attached station
single attached concentrators::single attached concentrators
double attached station::double attached station
station or concentrator::station or concentrator
concentrator can reconfigure::concentrator can reconfigure
reconfigure the dual::reconfigure the dual
ring as mentioned::ring as mentioned
basic token ring::basic token ring
token ring network::token ring network
single active ring::single active ring
active ring monitor::active ring monitor
supplies the master::supplies the master
high data rates::high data rates
clock becomes difficult::clock becomes difficult
difficult each interface::difficult each interface
data are transmitted::data are transmitted
transmitted are encoded::transmitted are encoded
prior to transmission::prior to transmission
bits of data::bits of data
bit code word::bit code word
word or symbol::word or symbol
symbol is generated::symbol is generated
symbols or combinations::symbols or combinations
link control functions::link control functions
aspect is similar::aspect is similar
discussed the sending::discussed the sending
sending station waits::sending station waits
token ; sending::token ; sending
sending station captures::sending station captures
captures and strips::captures and strips
frames ; sending::frames ; sending
sending station issues::sending station issues
station issues token::station issues token
end of transmission::end of transmission
makes this token::makes this token
free and puts::free and puts
ring since fddi::ring since fddi
fddi was perceived::fddi was perceived
ring multiple frames::ring multiple frames
speed so sending::speed so sending
destination station copies::destination station copies
copies the transmitted::copies the transmitted
frame and sets::frame and sets
frame copied indicators::frame copied indicators
indicators that means::indicators that means
copied the frame::copied the frame
sending station removes::sending station removes
removes the data::removes the data
ring by stripping::ring by stripping
out the frame::out the frame
first few bytes::first few bytes
continue to circulate::continue to circulate
fragment each repeating::fragment each repeating
repeating station strips::repeating station strips
station completely strips::station completely strips
token passing scheme::token passing scheme
token passing protocol::token passing protocol
protocol to move::protocol to move
based on timers::based on timers
critical to token::critical to token
designed for delay::designed for delay
delay sensitive synchronous::delay sensitive synchronous
sensitive synchronous data::sensitive synchronous data
fddi ring carries::fddi ring carries
carries a mixture::carries a mixture
mixture of data::mixture of data
carry lower priority::carry lower priority
lower priority packet::lower priority packet
priority packet data::priority packet data
packet data kind::packet data kind
carry synchronous data::carry synchronous data
protocol now fddi::protocol now fddi
clock all outgoing::clock all outgoing
discussing the timing::discussing the timing
circles the ring::circles the ring
retimes and regenerates::retimes and regenerates
regenerates the packets::regenerates the packets
increases probability frame::increases probability frame
probability frame fragments::probability frame fragments
fragments are eliminated::fragments are eliminated
eliminated early token::eliminated early token
early token release::early token release
release is required::release is required
speed and extensive::speed and extensive
extensive distance provided::extensive distance provided
provided by fddi::provided by fddi
ensure equal access::ensure equal access
ring ; measures::ring ; measures
distance of segments::distance of segments
expect a packet::expect a packet
packet to move::packet to move
entire ring rotation::entire ring rotation
rotation time refers::rotation time refers
takes a signal::takes a signal
signal to propagate::signal to propagate
control the priority::control the priority
operation of fddi::operation of fddi
clock that times::clock that times
times the period::times the period
receipt of tokens::receipt of tokens
ring the operation::ring the operation
operation of mac::operation of mac
layer is governed::layer is governed
calculated by target::calculated by target
target token rotation::target token rotation
token rotation timer::token rotation timer
timer that means::timer that means
load is moderate::load is moderate
noted by comparing::noted by comparing
trt with ttrt::trt with ttrt
out how loaded::out how loaded
loaded the system::loaded the system
lower priority data::lower priority data
priority data traffic::priority data traffic
ptt is coordinated::ptt is coordinated
transmission each node::transmission each node
token to return::token to return
trt it compares::trt it compares
target time ptt::target time ptt
node is allowed::node is allowed
full transmission stream::full transmission stream
exceed the ptt::exceed the ptt
sooner than ptt::sooner than ptt
light network load::light network load
heavy traffic load::heavy traffic load
traffic load low::traffic load low
load low priority::load low priority
deferred until load::deferred until load
network becomes lighter::network becomes lighter
last point tht::last point tht
equal to ttrt::equal to ttrt
ttrt minus trt::ttrt minus trt
calculate maximum length::calculate maximum length
station can hold::station can hold
token to initiate::token to initiate
initiate asynchronous transmissions::initiate asynchronous transmissions
transmissions the point::transmissions the point
means the network::means the network
put some asynchronous::put some asynchronous
tht is calculated::tht is calculated
calculated it calculates::calculated it calculates
calculates the difference::calculates the difference
host can transmit::host can transmit
traffic is heavy::traffic is heavy
earlier this means::earlier this means
wait the synchronous::wait the synchronous
heavily loaded station::heavily loaded station
loaded station stations::loaded station stations
transmit synchronous traffic::transmit synchronous traffic
traffic if tht::traffic if tht
tht is greater::tht is greater
stations can transmit::stations can transmit
transmit both synchronous::transmit both synchronous
traffic during tht::traffic during tht
sends the synchronous::sends the synchronous
sends the asynchronous::sends the asynchronous
traffic till tht::traffic till tht
tht is equal::tht is equal
packet tht increases::packet tht increases
increases and number::increases and number
fddi frame format::fddi frame format
ways of achieving::ways of achieving
achieving the main::achieving the main
tolerance the speed::tolerance the speed
speed of fddi::speed of fddi
backbone is concerned::backbone is concerned
speed these days::speed these days
days so fddi::days so fddi
dwindling the reason::dwindling the reason
issues are handled::issues are handled
typical mac protocol::typical mac protocol
business about framing::business about framing
framing is common::framing is common
kinds of data::kinds of data
data link protocol::data link protocol
talk about ethernet::talk about ethernet
kind of network::kind of network
remember our first::remember our first
means a network::means a network
layer to network::layer to network
layer ; network::layer ; network
node to network::node to network
similarly the transmission::similarly the transmission
node to transmission::node to transmission
run by adding::run by adding
adding some header::adding some header
cases a trailer::cases a trailer
protocol it adds::protocol it adds
adds some header::adds some header
adds some information::adds some information
frame and adds::frame and adds
frame to make::frame to make
make a complete::make a complete
format of fddi::format of fddi
fddi fddi frame::fddi fddi frame
fields are common::fields are common
packet is meant::packet is meant
source address field::source address field
frame check sequence::frame check sequence
handled by fddi::handled by fddi
fddi ; error::fddi ; error
layers to handle::layers to handle
handle the error::handle the error
check the error::check the error
encodes all data::encodes all data
group code method::group code method
earlier the encoder::earlier the encoder
bit code bits::bit code bits
code bits provide::code bits provide
bits provide clocking::bits provide clocking
status of bit::status of bit
reflects a change::reflects a change
change of state::change of state
symbols are light::symbols are light
symbol they form::symbol they form
form one byte::form one byte
data symbols issued::data symbols issued
symbols are reserved::symbols are reserved
reserved for data::reserved for data
write your scheme::write your scheme
scheme of bytes::scheme of bytes
bytes in hex::bytes in hex
means in groups::means in groups
symbols the control::symbols the control
coding the symbols::coding the symbols
prevents the occurrence::prevents the occurrence
ensure each station::ensure each station
transition that takes::transition that takes
synchronizing the clock::synchronizing the clock
method of synchronization::method of synchronization
synchronization might drift::synchronization might drift
points of fddi::points of fddi
wrap i mentioned::wrap i mentioned
side the node::side the node
node has failed::node has failed
make a connection::make a connection
completes its round::completes its round
ring the failed::ring the failed
primary and secondary::primary and secondary
ring are fused::ring are fused
primary ring coming::primary ring coming
connection is completed::connection is completed
total ring diameter::total ring diameter
standard ring wrap::standard ring wrap
ring wrap technique::ring wrap technique
cable is damaged::cable is damaged
wrapped two adjacent::wrapped two adjacent
two adjacent ports::two adjacent ports
adjacent ports connecting::adjacent ports connecting
stations enter wrap::stations enter wrap
enter wrap state::enter wrap state
fddi concentrator switches::fddi concentrator switches
ring is doubled::ring is doubled
transmitted on fddi::transmitted on fddi
fddi single ring::fddi single ring
single ring performance::single ring performance
impacted during wrap::impacted during wrap
seconds of network::seconds of network
deploy this kind::deploy this kind
kind of technology::kind of technology
inherent fault tolerance::inherent fault tolerance
picture of fddi::picture of fddi
fddi ring wrap::fddi ring wrap
optical bypass switches::optical bypass switches
failures to occur::failures to occur
occur ? suppose::occur ? suppose
single node failure::single node failure
two rings primary::two rings primary
two adjacent concentrators::two adjacent concentrators
concentrators were wrapped::concentrators were wrapped
node fails in-between::node fails in-between
token is lost::token is lost
protocol for reclaiming::protocol for reclaiming
reclaiming and regenerating::reclaiming and regenerating
regenerating a token::regenerating a token
two individual rings::two individual rings
communicate as usual::communicate as usual
usual so rings::usual so rings
rings are segmented::rings are segmented
independent rings incapable::independent rings incapable
incapable of communicating::incapable of communicating
ring segmentation optical::ring segmentation optical
segmentation optical bypass::segmentation optical bypass
switches can eliminate::switches can eliminate
eliminate failed stations::eliminate failed stations
stations to prevent::stations to prevent
prevent ring segmentation::prevent ring segmentation
done with mirrors::done with mirrors
optical bypass switch::optical bypass switch
switch has optional::switch has optional
optional optical mirrors::optional optical mirrors
mirrors that pass::mirrors that pass
light from ring::light from ring
directly to das::directly to das
station during normal::station during normal
normal operation das::normal operation das
operation das station::operation das station
das station experiences::das station experiences
experiences a power::experiences a power
loss ; optical::loss ; optical
switch will pass::switch will pass
pass the light::pass the light
mirrors to maintain::mirrors to maintain
maintain ring integrity::maintain ring integrity
earlier is dual::earlier is dual
homing this dual::homing this dual
das ? das::das ? das
das you remember::das you remember
two concentrator ports::two concentrator ports
ports on fddi::ports on fddi
concentrator one port::concentrator one port
connection to active::connection to active
active fiber link::active fiber link
hot standby mode::hot standby mode
node is operating::node is operating
standby or passive::standby or passive
mode ; hot::mode ; hot
primary link fails::primary link fails
typical das configuration::typical das configuration
designated as active::designated as active
port is configured::port is configured
link automatically activates::link automatically activates
activates and hot::activates and hot
standby becomes operational::standby becomes operational
dual homing principle::dual homing principle
talking about recovery::talking about recovery
recovery and protection::recovery and protection
discussion about token::discussion about token
discussed the number::discussed the number
fddi the fddi::fddi the fddi
good only thing::good only thing
costly these technologies::costly these technologies
talking about dqdb::talking about dqdb
atm and atm::atm and atm
discussion about atm::discussion about atm
two other technologies::two other technologies
set of lectures::set of lectures
error and flow::error and flow
assume that errors::assume that errors
errors may occur::errors may occur
probability is high::probability is high
errors are handled::errors are handled
handled that means::handled that means
talking about bit::talking about bit
due to noise::due to noise
side is receiving::side is receiving
data link protocols::data link protocols
start our discussion::start our discussion
discussion on data::discussion on data
discussed a part::discussed a part
part of data::part of data
mac sub layer::mac sub layer
layer osi protocol::layer osi protocol
osi protocol starting::osi protocol starting
layer the bottom::layer the bottom
bottom most layer::bottom most layer
finished our discussion::finished our discussion
discussion on physical::discussion on physical
components of data::components of data
thing is data::thing is data
tasks of data::tasks of data
layer it transfers::layer it transfers
converts raw bit::converts raw bit
raw bit streams::raw bit streams
layer into groups::layer into groups
groups of bits::groups of bits
link layer sends::link layer sends
link layer remember::link layer remember
layer is concerned::layer is concerned
concerned with transfer::concerned with transfer
network that means::network that means
hubs but data::hubs but data
simply the problem::simply the problem
problem the problem::problem the problem
multi hub part::multi hub part
part we leave::part we leave
hub so multi::hub so multi
constitute the number::constitute the number
hubs and data::hubs and data
layer would handle::layer would handle
handle the transfer::handle the transfer
kinds of services::kinds of services
types of services::types of services
attempt to recover::attempt to recover
recover lost frame::recover lost frame
frame is lost::frame is lost
connectionless system suited::connectionless system suited
suited for low::suited for low
low error rate::low error rate
error rate network::error rate network
fault tolerant applications::fault tolerant applications
fault tolerant application::fault tolerant application
voice stream digitized::voice stream digitized
stream digitized voice::stream digitized voice
digitized voice stream::digitized voice stream
doing any kind::doing any kind
kind of correction::kind of correction
inherently fault tolerant::inherently fault tolerant
acknowledgement unacknowledged connectionless::acknowledgement unacknowledged connectionless
unacknowledged connectionless service::unacknowledged connectionless service
kind of service::kind of service
service acknowledged connectionless::service acknowledged connectionless
acknowledged connectionless service::acknowledged connectionless service
frame is acknowledged::frame is acknowledged
suited for unreliable::suited for unreliable
channel so require::channel so require
require this acknowledgement::require this acknowledgement
acknowledged connection oriented::acknowledged connection oriented
connection oriented service::connection oriented service
oriented service ensures::oriented service ensures
frames are received::frames are received
services are accomplished::services are accomplished
simplex not usual::simplex not usual
usual but half::usual but half
duplex or full::duplex or full
full duplex channels::full duplex channels
reliable message stream::reliable message stream
connection less service::connection less service
stream or reliable::stream or reliable
reliable byte stream::reliable byte stream
stream so reliable::stream so reliable
message stream sequence::message stream sequence
sequence of page::sequence of page
page reliable byte::page reliable byte
byte by byte::byte by byte
page by page::page by page
page unreliable connection::page unreliable connection
connection like digital::connection like digital
digital voice unreliable::digital voice unreliable
voice unreliable datagram::voice unreliable datagram
connectionless service unreliable::connectionless service unreliable
service unreliable datagram::service unreliable datagram
unreliable datagram acknowledged::unreliable datagram acknowledged
datagram acknowledged datagram::datagram acknowledged datagram
acknowledged datagram request::acknowledged datagram request
link layer exact::link layer exact
exist physical medium::exist physical medium
medium we understand::medium we understand
field this free::field this free
link layer resides::link layer resides
length like atm::length like atm
atm so atm::atm so atm
fifty three byte::fifty three byte
kind of regularity::kind of regularity
regularity but frames::regularity but frames
byte count byte::byte count byte
count byte stuffing::count byte stuffing
byte stuffing bit::byte stuffing bit
stuffing bit stuffing::stuffing bit stuffing
bit stuffing generic::bit stuffing generic
stuffing generic framing::stuffing generic framing
generic framing procedure::generic framing procedure
framing procedure manchester::framing procedure manchester
procedure manchester encoding::procedure manchester encoding
encoding etc computer::encoding etc computer
mac sublink layer::mac sublink layer
discussing the 7-layer::discussing the 7-layer
7-layer osi protocol::7-layer osi protocol
discuss different protocols::discuss different protocols
layer the data::layer the data
layer it converts::layer it converts
converts the raw::converts the raw
raw bit stream::raw bit stream
bits or frames::bits or frames
simplify the problem::simplify the problem
problem of multi::problem of multi-
multi-hop will constitute::multi-hop will constitute
hops and data::hops and data
layer will handle::layer will handle
virtual data path::virtual data path
path from layer::path from layer
actual data path::actual data path
physical transmission medium::physical transmission medium
require any controls::require any controls
main data link::main data link
categorizations of data::categorizations of data
link the frame::link the frame
beginning and end::beginning and end
recognizable that means::recognizable that means
number of bytes::number of bytes
formed into blocks::formed into blocks
recognize the beginning::recognize the beginning
organize these bytes::organize these bytes
bytes into frames::bytes into frames
layer second job::layer second job
job of data::job of data
control the sender::control the sender
receiver can receive::receiver can receive
receive and process::receive and process
