peter baer galvin::peter baer galvin
small and efficient::small and efficient
microkernels provide basic::microkernels provide basic
provide basic process::provide basic process
process and memory::process and memory
security and protection::security and protection
services are performed::services are performed
performed in user::performed in user
mode * system::mode * system
adding more system::adding more system
kernel * mach::kernel * mach
widely known microkernel::widely known microkernel
forms a major::forms a major
component of mac::component of mac
osx * windows::osx * windows
suffered from performance::suffered from performance
performance problems relative::performance problems relative
relative to windows::relative to windows
performance by moving::performance by moving
moving more services::moving more services
embedded systems figure::embedded systems figure
microkernel 2.7.4 modules::microkernel 2.7.4 modules
modules * modern::modules * modern
modern os development::modern os development
development is object-oriented::development is object-oriented
small core kernel::small core kernel
set of modules::set of modules
linked in dynamically::linked in dynamically
modules are similar::modules are similar
similar to layers::similar to layers
tasks and interfaces::tasks and interfaces
module is free::module is free
free to contact::free to contact
eliminating the problems::eliminating the problems
multiple intermediary layers::multiple intermediary layers
similar to microkernels::similar to microkernels
implement message passing::implement message passing
passing since modules::passing since modules
modules are free::modules are free
solaris loadable modules::solaris loadable modules
modules 2.7.5 hybrid::modules 2.7.5 hybrid
2.7.5 hybrid systems::2.7.5 hybrid systems
max osx architecture::max osx architecture
osx architecture relies::osx architecture relies
microkernel for basic::microkernel for basic
basic system management::basic system management
system management services::system management services
kernel for additional::kernel for additional
additional services application::additional services application
services application services::services application services
dynamically loadable modules::dynamically loadable modules
provide the rest::provide the rest
structure 2.7.5.2 ios::structure 2.7.5.2 ios
ios operating system::ios operating system
system was developed::system was developed
developed by apple::developed by apple
apple for iphones::apple for iphones
iphones and ipads::iphones and ipads
ipads it runs::ipads it runs
memory and computing::memory and computing
supports touchscreen interface::supports touchscreen interface
interface and graphics::interface and graphics
graphics for small::graphics for small
architecture of apple::architecture of apple
apple s ios::apple s ios
ios 2.7.5.3 android::ios 2.7.5.3 android
developed for android::developed for android
smartphones and tablets::smartphones and tablets
open handset alliance::open handset alliance
google * android::google * android
opposed to ios::opposed to ios
popularity * android::popularity * android
android includes versions::android includes versions
versions of linux::versions of linux
java virtual machine::java virtual machine
machine both optimized::machine both optimized
optimized for small::optimized for small
platforms * android::platforms * android
apps are developed::apps are developed
special java-for-android development::special java-for-android development
java-for-android development environment::java-for-android development environment
development environment figure::development environment figure
architecture of google::architecture of google
google s android::google s android
kernighan s law::kernighan s law
law " debugging::law " debugging
hard as writing::hard as writing
writing the code::writing the code
write the code::write the code
debugging here includes::debugging here includes
includes both error::includes both error
discovery and elimination::discovery and elimination
elimination and performance::elimination and performance
tuning 2.8.1 failure::tuning 2.8.1 failure
2.8.1 failure analysis::2.8.1 failure analysis
analysis * debuggers::analysis * debuggers
debuggers allow processes::debuggers allow processes
examination of variables::examination of variables
variables and expressions::variables and expressions
progresses * profilers::progresses * profilers
profilers can document::profilers can document
document program execution::document program execution
lines of code::lines of code
ordinary process crashes::ordinary process crashes
process s memory::process s memory
compiled to include::compiled to include
include debugging information::include debugging information
nt really work::nt really work
performance hit caused::performance hit caused
caused by adding::caused by adding
adding the debugging::adding the debugging
run in kernel::run in kernel
make direct access::make direct access
kernel s file-access::kernel s file-access
file-access or direct::file-access or direct
direct disk-access routines::direct disk-access routines
write a crash::write a crash
kernel crash dump::kernel crash dump
special unallocated portion::special unallocated portion
purpose 2.8.2 performance::purpose 2.8.2 performance
2.8.2 performance tuning::2.8.2 performance tuning
tuning * performance::tuning * performance
requires monitoring system::requires monitoring system
monitoring system performance::monitoring system performance
system to record::system to record
record important events::record important events
events into log::events into log
tools these traces::tools these traces
proposed new system::proposed new system
system would perform::system would perform
report system status::report system status
status upon demand::status upon demand
unix " top::unix " top
top " command::top " command
utilities may provide::utilities may provide
provide monitoring support::provide monitoring support
monitoring support figure::monitoring support figure
windows task manager::windows task manager
manager 2.8.3 dtrace::manager 2.8.3 dtrace
dtrace * dtrace::dtrace * dtrace
facility for tracing::facility for tracing
tracing a running::tracing a running
developed for solaris::developed for solaris
adds " probes::adds " probes
probes are removed::probes are removed
ioctl system call::ioctl system call
call as shown::call as shown
kernel * probe::kernel * probe
code is restricted::code is restricted
e.g no loops::e.g no loops
minimum of system::minimum of system
enabling control blocks::enabling control blocks
consumer are removed::consumer are removed
ecbs remain interested::ecbs remain interested
monitors the cpu::monitors the cpu
running with user::running with user
output is shown::output is shown
dtrace is restricted::dtrace is restricted
ability to change::ability to change
critical kernel data::critical kernel data
dtrace is open-source::dtrace is open-source
busy producing similar::busy producing similar
producing similar utilities::producing similar utilities
generation * oses::generation * oses
designed and built::designed and built
specific hw configuration::specific hw configuration
number of variable::number of variable
parameters and components::parameters and components
environment * systems::environment * systems
add additional resources::add additional resources
security * information::security * information
needed to configure::needed to configure
ram is installed::ram is installed
install or boot::install or boot
devices are present::devices are present
determine which device::determine which device
drivers to include::drivers to include
characteristics and parameters::characteristics and parameters
options are desired::options are desired
values to set::values to set
include the size::include the size
open file table::open file table
number of buffers::number of buffers
disk scheduling algorithms::disk scheduling algorithms
number of slots::number of slots
commonly configuration tables::commonly configuration tables
configuration tables determine::configuration tables determine
determine which modules::determine which modules
modules to link::modules to link
key important parameters::key important parameters
parameters this approach::parameters this approach
approach may require::approach may require
require the configuration::require the configuration
configuration of complicated::configuration of complicated
interactive configuration programs::interactive configuration programs
extreme a system::extreme a system
defined by table::defined by table
system merely requires::system merely requires
requires editing data::requires editing data
editing data tables::editing data tables
required to reboot::required to reboot
reboot the system::reboot the system
system to activate::system to activate
possibilities for errors::possibilities for errors
provide some mechanism::provide some mechanism
mechanism for booting::mechanism for booting
booting to older::booting to older
older or alternate::older or alternate
boot the general::boot the general
interrupt is generated::interrupt is generated
generated which loads::generated which loads
loads a memory::loads a memory
system begins executing::system begins executing
begins executing instructions::begins executing instructions
executing instructions found::executing instructions found
address this address::address this address
bootstrap " program::bootstrap " program
located in rom::located in rom
rom bootstrap program::rom bootstrap program
program first runs::program first runs
first runs hardware::first runs hardware
runs hardware checks::runs hardware checks
determining what physical::determining what physical
resources are present::resources are present
present and doing::present and doing
power-on self tests::power-on self tests
applicable some devices::applicable some devices
option of pressing::option of pressing
pressing a special::pressing a special
launch the rom::launch the rom
rom bios configuration::rom bios configuration
bios configuration utility::bios configuration utility
utility if pressed::utility if pressed
pressed this utility::pressed this utility
configure certain hardware::configure certain hardware
access to additional::access to additional
additional configuration setup::additional configuration setup
configuration setup programs::configuration setup programs
raid disk controller::raid disk controller
graphics or networking::graphics or networking
cards * assuming::cards * assuming
assuming the utility::assuming the utility
non-volatile storage device::non-volatile storage device
depending on configuration::depending on configuration
primary or secondary::primary or secondary
secondary hard drives::secondary hard drives
utility * assuming::utility * assuming
find the first::find the first
drive and load::drive and load
physical hard drive::physical hard drive
drive is divided::drive is divided
starts and ends::starts and ends
active " partition::active " partition
booting the system::booting the system
amount of system::amount of system
first disk block::first disk block
block not occupied::block not occupied
table this bootstrap::table this bootstrap
i.e the first::i.e the first
generally this code::generally this code
access the hard::access the hard
load and execute::load and execute
larger boot program::larger boot program
boot program loaded::boot program loaded
proceed to locate::proceed to locate
locate the kernel::locate the kernel
load the kernel::load the kernel
kernel into memory::kernel into memory
system has multiple::system has multiple
systems may boot::systems may boot
boot different configurations::boot different configurations
found in earlier::found in earlier
dual-boot or multiple-boot::dual-boot or multiple-boot
program will give::program will give
give the user::give the user
user an opportunity::user an opportunity
frame the boot::frame the boot
program then finds::program then finds
finds the boot::finds the boot
runs that program::runs that program
program as described::program as described
previous bullet point::previous bullet point
kernel is running::kernel is running
user the opportunity::user the opportunity
opportunity to enter::opportunity to enter
enter into single-user::enter into single-user
mode this mode::mode this mode
enable any logins::enable any logins
console this mode::console this mode
primarily for system::primarily for system
maintenance and diagnostics::maintenance and diagnostics
system enters full::system enters full
enters full multi-user::enters full multi-user
full multi-user multi-tasking::full multi-user multi-tasking
multi-user multi-tasking mode::multi-user multi-tasking mode
examines configuration files::examines configuration files
files to determine::files to determine
determine which system::determine which system
spawns login programs::spawns login programs
configured to enable::configured to enable
enable user logins::enable user logins
getty program initializes::getty program initializes
program initializes terminal::program initializes terminal
issues the login::issues the login
accepts login names::accepts login names
names and passwords::names and passwords
authenticates the user::authenticates the user
user s password::user s password
password is authenticated::password is authenticated
determine what shell::determine what shell
shell is assigned::shell is assigned
user s shell::user s shell
shell the shell::shell the shell
system and user::system and user
user configuration files::user configuration files
files to initialize::files to initialize
prompts for user::prompts for user
system will issue::system will issue
provide an interface::provide an interface
multiple different oses::multiple different oses
development and testing::development and testing
testing of software::testing of software
run on multiple::run on multiple
platforms and oses::platforms JJ oses
obvious difficulty involves::obvious difficulty involves
involves the sharing::involves the sharing
sharing of hard::sharing of hard
separate smaller virtual::separate smaller virtual
smaller virtual disks::smaller virtual disks
operating os figure::operating os figure
machine 2.8.1 history::machine 2.8.1 history
history * virtual::history * virtual
machines first appeared::machines first appeared
system for ibm::system for ibm
sharing of physical::sharing of physical
machines were networked::machines were networked
user full access::user full access
affecting other users::affecting other users
operating the real::operating the real
platforms 2.8.3 simulation::platforms 2.8.3 simulation
alternative to creating::alternative to creating
creating an entire::creating an entire
entire virtual machine::entire virtual machine
run an emulator::run an emulator
machine may run::machine may run
run a dos::run a dos
emulator in order::emulator in order
order to run::order to run
run dos programs::run dos programs
vice-versa * emulators::vice-versa * emulators
tend to run::tend to run
run considerably slower::run considerably slower
perfect 2.8.4 para-virtualization::perfect 2.8.4 para-virtualization
para-virtualization * para-virtualization::para-virtualization * para-virtualization
environment is provided::environment is provided
modified to run::modified to run
processes and resources::processes and resources
exist o figure::exist o figure
shows a solaris::shows a solaris
normal " global::normal " global
global " operating::global " operating
two additional zones::two additional zones
additional zones running::additional zones running
small virtualization layer::small virtualization layer
virtualization layer figure::virtualization layer figure
zones 2.8.5 implementation::zones 2.8.5 implementation
implementation * implementation::implementation * implementation
consequences of user::consequences of user
simultaneously running kernels::simultaneously running kernels
operate in kernel::operate in kernel
machine actually runs::machine actually runs
runs in user::runs in user
kernel system calls::kernel system calls
system calls passed::system calls passed
true kernel mode::true kernel mode
mode for eventual::mode for eventual
eventual hw access::eventual hw access
machines may run::machines may run
levels of code::levels of code
code between applications::code between applications
benefits of caching::benefits of caching
faster than real::faster than real
faster than physical::faster than physical
examples 2.8.6.1 vmware::examples 2.8.6.1 vmware
vmware * abstracts::vmware * abstracts
80x86 hardware platform::80x86 hardware platform
allowing simultaneous operation::allowing simultaneous operation
operation of multiple::operation of multiple
windows and linux::windows and linux
vmware workstation architecture::vmware workstation architecture
2.8.6.2 the java::2.8.6.2 the java
machine * java::machine * java
java was designed::java was designed
developed for numerous::developed for numerous
numerous different underlying::numerous different underlying
underlying hw platforms::underlying hw platforms
platforms * java::platforms * java
java source code::java source code
code is compiled::code is compiled
compiled into java::compiled into java
java byte code::java byte code
code in .class::code in .class
.class files java::.class files java
files java byte::files java byte
code is binary::code is binary
jvm implements memory::jvm implements memory
implements memory management::implements memory management
management and garbage::management and garbage
collection * java::collection * java
compiled to native::compiled to native
native system binary::native system binary
system binary code::system binary code
code using just-in-time::code using just-in-time
piece of java::piece of java
code is encountered::code is encountered
native machine binary::native machine binary
machine binary code::machine binary code
interpreter this native::interpreter this native
native binary code::native binary code
piece of code::piece of code
developed to run::developed to run
run java byte::run java byte
machine being developed::machine being developed
developed to emulate::developed to emulate
emulate the services::emulate the services
framework also relies::framework also relies
concept of compiling::concept of compiling
intermediary virtual machine::intermediary virtual machine
common language runtime::common language runtime
compilation and caching::compilation and caching
caching to run::caching to run
run the programs::run the programs
programs on specific::programs on specific
introduction references::introduction references
abraham silberschatz::abraham silberschatz
greg gagne::greg gagne
peter baer::peter baer
baer galvin::baer galvin
operating system::operating system
system concepts::system concepts
ninth edition::ninth edition
blind men::blind men
operating systems::operating systems
complete picture::complete picture
abstract view::abstract view
computer system::computer system
manages resources::manages resources
government model::government model
vendor ships::vendor ships
system applications::system applications
3rd party::3rd party
user apps::user apps
computer-system organization::computer-system organization
modern computer::modern computer
computer-system operation::computer-system operation
bootstrap program::bootstrap program
shared memory::shared memory
multi-process operation::multi-process operation
interrupt handling::interrupt handling
system calls::system calls
calls figure::calls figure
interrupt timeline::interrupt timeline
single process::single process
process doing::process doing
doing output::doing output
storage structure::storage structure
main memory::main memory
data fetched::data fetched
cpu cache::cpu cache
non-volatile memory::non-volatile memory
electronic disks::electronic disks
magnetic disks::magnetic disks
optical disks::optical disks
magnetic tapes::magnetic tapes
tapes figure::tapes figure
storage-device hierarchy::storage-device hierarchy
typical operation::typical operation
operation involves::operation involves
direct memory::direct memory
memory access::memory access
handling figure::handling figure
system works::system works
computer-system architecture::computer-system architecture
computer environments::computer environments
single-processor systems::single-processor systems
main cpu::main cpu
runs user::runs user
specialized processors::specialized processors
disk controllers::disk controllers
run user::run user
multiprocessor systems::multiprocessor systems
increased throughput::increased throughput
faster execution::faster execution
linear speedup::linear speedup
increased reliability::increased reliability
cpu slows::cpu slows
slows system::slows system
redundant processing::redundant processing
e.g nasa::e.g nasa
symmetric multiprocessing::symmetric multiprocessing
multiprocessing architecture::multiprocessing architecture
architecture figure::architecture figure
dual-core design::dual-core design
clustered systems::clustered systems
independent systems::independent systems
shared common::shared common
common storage::common storage
high-speed lan::high-speed lan
special considerations::special considerations
shared storage::shared storage
distributed lock::distributed lock
lock management::lock management
collaboration protocols::collaboration protocols
protocols figure::protocols figure
general structure::general structure
clustered system::clustered system
operating-system structure::operating-system structure
multi-user multi-tasking::multi-user multi-tasking
memory management::memory management
process management::process management
resource allocation::resource allocation
allocation strategies::allocation strategies
swap space::swap space
virtual memory::virtual memory
physical memory::physical memory
file system::file system
system management::system management
inter-process communications::inter-process communications
communications figure::communications figure
multiprogramming system::multiprogramming system
operating-system operations::operating-system operations
interrupt-driven nature::interrupt-driven nature
modern oses::modern oses
oses requires::oses requires
erroneous processes::erroneous processes
multimode operation::multimode operation
user mode::user mode
executing harmless::executing harmless
harmless code::harmless code
user applications::user applications
kernel mode::kernel mode
a.k.a system::a.k.a system
system mode::system mode
supervisor mode::supervisor mode
privileged mode::privileged mode
dangerous code::dangerous code
system kernel::system kernel
machine instructions::machine instructions
privileged instructions::privileged instructions
making system::making system
calls user::calls user
user code::user code
mode switch::mode switch
modern computers::modern computers
computers support::computers support
dual-mode operation::dual-mode operation
oses support::oses support
support dual-mode::support dual-mode
operation figure::operation figure
single mode::single mode
mode bit::mode bit
support virtualization::support virtualization
extra bits::extra bits
virtual machine::virtual machine
machine manager::machine manager
ordinary user::ordinary user
user programs::user programs
full kernel::full kernel
software interrupts::software interrupts
interrupt handler::interrupt handler
transfer control::transfer control
handler checks::handler checks
additional parameters::additional parameters
kernel service::kernel service
service routine::service routine
service requested::service requested
system call::system call
illegal instructions::illegal instructions
non-existent instructions::non-existent instructions
access forbidden::access forbidden
forbidden memory::forbidden memory
memory areas::memory areas
generate software::generate software
error message::error message
dumps data::dumps data
offending program::offending program
kernel begins::kernel begins
executing user::executing user
timer interrupt::timer interrupt
handler reverts::handler reverts
reverts control::reverts control
user process::user process
timer control::timer control
privileged instruction::privileged instruction
requiring kernel::requiring kernel
system processes::system processes
process receives::process receives
resuming processes::resuming processes
process synchronization::process synchronization
deadlock handling::deadlock handling
keeping track::keeping track
deallocating memory::deallocating memory
storage management::storage management
file-system management::file-system management
filesystem management::filesystem management
deleting files::deleting files
supporting primitives::supporting primitives
manipulating files::manipulating files
mapping files::mapping files
secondary storage::secondary storage
stable permanent::stable permanent
permanent storage::permanent storage
storage media::storage media
mass-storage management::mass-storage management
free disk::free disk
disk space::disk space
space management::space management
storage allocation::storage allocation
scheduling note::scheduling note
mass storage::mass storage
storage devices::storage devices
including floppy::including floppy
floppy disks::floppy disks
hard disks::hard disks
tape drives::tape drives
smaller higher-speed::smaller higher-speed
higher-speed storage::higher-speed storage
storage space::storage space
space serves::space serves
temporary storage::temporary storage
needed portions::needed portions
larger slower::larger slower
slower storage::slower storage
storage areas::storage areas
memory storage::memory storage
storage ranges::storage ranges
cpu registers::cpu registers
hard drives::hard drives
external storage::external storage
transfer data::transfer data
proper choice::proper choice
cache management::cache management
profound impact::profound impact
system performance::system performance
data read::data read
migration path::migration path
hard drive::hard drive
reverse path::reverse path
future requests::future requests
requests faster::requests faster
small amounts::small amounts
output device::output device
multiple processes::multiple processes
worse multiple::worse multiple
multiple computers::multiple computers
common data::common data
access reaches::access reaches
up-to-date copy::up-to-date copy
cached data::cached data
subsystem consists::subsystem consists
memory-management component::memory-management component
general device-driver::general device-driver
device-driver interface::device-driver interface
specific hardware::specific hardware
hardware devices::hardware devices
unix implements::unix implements
implements multiple::implements multiple
multiple device::multiple device
device interfaces::device interfaces
device character::device character
device block::device block
long listing::long listing
first position::first position
minor device::minor device
device numbers::device numbers
major number::major number
number signifies::number signifies
device driver::device driver
driver handles::driver handles
minor number::minor number
parameter passed::parameter passed
specific device::specific device
character device::character device
minor numbers::minor numbers
single bit::single bit
protection involves::protection involves
involves ensuring::involves ensuring
process access::process access
protection faults::protection faults
pointer variables::pointer variables
security involves::security involves
involves protecting::involves protecting
deliberate attacks::deliberate attacks
legitimate users::legitimate users
system attempting::system attempting
unauthorized access::unauthorized access
external attackers::external attackers
attackers attempting::attackers attempting
kernel data::kernel data
data structures::data structures
boolean state::boolean state
free state::free state
computing environments::computing environments
traditional computing::traditional computing
mobile computing::mobile computing
small handheld::small handheld
handheld devices::handheld devices
smart phones::smart phones
additional built-in::additional built-in
built-in sensors::built-in sensors
inertial movement::inertial movement
wireless networking::wireless networking
cellular telephone::cellular telephone
telephone technology::telephone technology
storage capacity::storage capacity
memory capacity::memory capacity
computing power::computing power
slower processors::slower processors
battery power::battery power
dominant oses::dominant oses
oses today::oses today
google android::google android
apple ios::apple ios
distributed systems::distributed systems
systems consist::systems consist
computers connected::computers connected
small tight::small tight
tight lans::tight lans
broad reaching::broad reaching
reaching wans::reaching wans
wide area::wide area
area network::area network
international corporation::international corporation
metropolitan area::metropolitan area
local area::local area
single-site corporation::single-site corporation
university campus::university campus
personal area::personal area
bluetooth connection::bluetooth connection
network access::network access
access speeds::access speeds
important issues::important issues
special form::special form
file access::file access
complex well-coordinated::complex well-coordinated
well-coordinated network::well-coordinated network
network operating::network operating
shared resources::shared resources
include files::include files
cpu cycles::cpu cycles
client-server computing::client-server computing
defined server::defined server
physical computer::physical computer
served resources::served resources
include disk::include disk
graphical displays::graphical displays
resources figure::resources figure
client-server system::client-server system
peer-to-peer computing::peer-to-peer computing
provide services::provide services
peer-to-peer searching::peer-to-peer searching
find resources::find resources
e.g skype::e.g skype
central server::central server
desired peer::desired peer
peer figure::peer figure
peer-to-peer system::peer-to-peer system
centralized service::centralized service
virtual machines::virtual machines
machines hosted::machines hosted
single physical::single physical
physical machine::physical machine
cross-platform development::cross-platform development
run unix::run unix
windows based::windows based
personal computer::personal computer
full root::full root
root access::root access
underlying windows::underlying windows
windows machine::windows machine
real underlying::real underlying
virtual hardware::virtual hardware
physical device::physical device
machines figure::machines figure
run linux::run linux
windows system::windows system
vmware player::vmware player
linux version::linux version
machine images::machine images
cloud computing::cloud computing
delivers computing::delivers computing
public cloud::public cloud
private cloud::private cloud
hybrid cloud::hybrid cloud
private components::private components
word processors::word processors
software stack::software stack
database server::database server
backup servers::backup servers
photo storage::photo storage
file storage::file storage
service providers::service providers
physical computers::physical computers
total storage::total storage
hosting services::hosting services
clients figure::clients figure
real-time embedded::real-time embedded
embedded systems::embedded systems
climate control::climate control
control systems::control systems
process control::process control
specialized chips::specialized chips
generic cpus::generic cpus
cpus applied::cpus applied
current price::current price
plenty powerful::plenty powerful
simple electronic::simple electronic
electronic devices::electronic devices
kids toys::kids toys
control devices::control devices
devices require::devices require
oses response::oses response
open-source operating::open-source operating
flourish conference::flourish conference
conference held::conference held
free libre::free libre
open source::open source
source software::source software
visit http::visit http
open-source software::open-source software
source code::source code
small army::small army
unpaid programmers::unpaid programmers
common good::common good
critics argue::critics argue
proponents counter::proponents counter
eyes inspecting::eyes inspecting
good resource::good resource
sensitive issues::sensitive issues
copyright protection::copyright protection
protection algorithms::protection algorithms
richard stallman::richard stallman
stallman started::stallman started
gnu project::gnu project
open-source unix::open-source unix
gnu manifesto::gnu manifesto
free software::free software
software foundation::software foundation
open-source development::open-source development
gnu general::gnu general
public license::public license
full rights::full rights
license agreement::license agreement
linus torvalds::linus torvalds
first full::first full
full operating::full operating
system developed::system developed
including redhat::including redhat
operating environments::operating environments
bsd unix::bsd unix
att bell::att bell
bell labs::bell labs
code made::code made
computer science::computer science
science students::science students
ucb students::ucb students
students developed::students developed
developed unix::developed unix
source-code format::source-code format
free bsd::free bsd
mac operating::mac operating
unix operating::unix operating
sun microsystems::sun microsystems
att systemv::att systemv
att copyrights::att copyrights
open-source components::open-source components
binary libraries::binary libraries
copyrighted portions::copyrighted portions
open solaris::open solaris
code online::code online
entire package::entire package
software movement::software movement
ongoing projects::ongoing projects
projects involving::projects involving
involving untold::involving untold
untold numbers::untold numbers
provide portals::provide portals
summary operating-system::summary operating-system
operating-system structures::operating-system structures
structures references::structures references
chapter deals::chapter deals
design issues::design issues
basic structure::basic structure
popular oses::popular oses
operating-system services::operating-system services
services figure::services figure
system services::system services
services oses::services oses
oses provide::oses provide
provide environments::provide environments
programs run::programs run
user interfaces::user interfaces
issue commands::issue commands
system depending::system depending
command-line interface::command-line interface
gui interface::gui interface
e.g windows::e.g windows
batch command::batch command
command systems::command systems
older systems::older systems
punch cards::punch cards
job-control language::job-control language
specialty systems::specialty systems
systems designed::systems designed
single purpose::single purpose
program execution::program execution
transferring data::transferring data
including keyboards::including keyboards
file-system manipulation::file-system manipulation
raw data::raw data
data storage::data storage
maintaining directory::maintaining directory
subdirectory structures::subdirectory structures
mapping file::mapping file
file names::file names
specific blocks::specific blocks
providing tools::providing tools
processes running::processes running
separate processors::separate processors
separate machines::separate machines
message passing::message passing
error detection::error detection
software errors::software errors
harmful repercussions::harmful repercussions
include complex::include complex
complex error::complex error
error avoidance::error avoidance
recovery systems::recovery systems
including backups::including backups
raid drives::raid drives
redundant systems::redundant systems
systems debugging::systems debugging
diagnostic tools::diagnostic tools
tools aid::tools aid
aid users::aid users
systems aid::systems aid
efficient operation::efficient operation
e.g cpu::e.g cpu
peripheral devices::peripheral devices
generic systems::generic systems
tuned systems::tuned systems
operating environment::operating environment
system activity::system activity
resource usage::resource usage
billing purposes::billing purposes
statistical record::statistical record
record keeping::record keeping
future performance::future performance
preventing harm::preventing harm
internal processes::internal processes
malicious outsiders::malicious outsiders
outsiders authentication::outsiders authentication
restricted access::restricted access
obvious parts::obvious parts
highly secure::highly secure
secure systems::secure systems
process activity::process activity
excruciating detail::excruciating detail
security regulation::security regulation
regulation dictate::regulation dictate
non-erasable medium::non-erasable medium
extended times::extended times
user operating-system::user operating-system
operating-system interface::operating-system interface
command interpreter::command interpreter
user request::user request
requested programs::requested programs
separate program::separate program
user logs::user logs
configuration file::configuration file
initial settings::initial settings
shells provide::shells provide
external programs::external programs
rudimentary command::rudimentary command
command interpretation::command interpretation
interpretation structure::interpretation structure
shell script::shell script
script programming::script programming
decision constructs::decision constructs
interesting distinction::interesting distinction
wild card::wild card
card file::card file
file naming::file naming
unix systems::unix systems
launched sees::launched sees
filenames generated::filenames generated
wild cards::wild cards
dos system::dos system
program sees::program sees
sees fit::sees fit
fit figure::fit figure
bourne shell::bourne shell
shell command::shell command
graphical user::graphical user
user interface::user interface
desktop metaphor::desktop metaphor
file folders::file folders
trash cans::trash cans
resource icons::resource icons
icons represent::icons represent
xerox parc::xerox parc
parc research::parc research
research facility::research facility
front end::front end
traditional command::traditional command
command line::command line
line interpreter::line interpreter
interpreter running::interpreter running
true graphical::true graphical
graphical shell::graphical shell
line interface::line interface
small mobile::small mobile
mobile devices::mobile devices
touch-screen interface::touch-screen interface
interface today::interface today
physical keyboard::physical keyboard
kind built::kind built
virtual keyboard::virtual keyboard
touch screen::touch screen
screen figure::screen figure
ipad touchscreen::ipad touchscreen
modern systems::modern systems
individual users::individual users
desired interface::desired interface
needed system::needed system
system administrators::system administrators
user starts::user starts
gui interfaces::gui interfaces
terminal emulator::terminal emulator
emulator window::emulator window
command-line commands::command-line commands
shell scripts::shell scripts
programs figure::programs figure
calls provide::calls provide
application programs::application programs
optimal performance::optimal performance
calls required::calls required
large number::large number
calls invoked::calls invoked
single simple::single simple
simple command::simple command
command read::command read
man page::man page
simple examples::simple examples
strace mkdir::strace mkdir
mkdir temp::mkdir temp
strace date::strace date
low-level system::low-level system
application programming::application programming
programming interface::programming interface
sidebar shows::sidebar shows
unix based::unix based
based systems::based systems
direct system::direct system
greater program::greater program
program portability::program portability
call interface::call interface
table lookup::table lookup
access specific::access specific
specific numbered::specific numbered
numbered system::numbered system
user application::user application
application invoking::application invoking
values pushed::values pushed
large blocks::large blocks
memory address::memory address
address passed::address passed
major categories::major categories
sixth type::sixth type
library calls::library calls
generate system::generate system
control system::control system
calls include::calls include
include end::include end
create process::create process
terminate process::terminate process
process attributes::process attributes
signal event::signal event
free memory::free memory
eventually stopped::eventually stopped
process pauses::process pauses
processes stop::processes stop
core dumps::core dumps
recovery tools::recovery tools
compare dos::compare dos
single-tasking system::single-tasking system
multi-tasking system::multi-tasking system
transfers control::transfers control
ms-dos execution::ms-dos execution
system startup::system startup
interpreter remains::interpreter remains
completely resident::completely resident
running process::running process
background process::background process
exact duplicate::exact duplicate
original command::original command
original process::original process
cloned process::cloned process
unique process::unique process
child process::child process
desired process::desired process
command prompt::command prompt
freebsd running::freebsd running
running multiple::running multiple
multiple programs::multiple programs
file management::file management
management system::management system
include create::include create
create file::create file
delete file::delete file
file attributes::file attributes
ordinary files::ordinary files
actual directory::actual directory
directory structure::directory structure
device management::device management
include request::include request
request device::request device
release device::release device
device attributes::device attributes
e.g disk::e.g disk
disk drives::disk drives
e.g files::e.g files
ram disks::ram disks
systems represent::systems represent
represent devices::represent devices
special files::special files
device drivers::device drivers
unix system::unix system
information maintenance::information maintenance
maintenance system::maintenance system
include calls::include calls
system data::system data
dump memory::dump memory
single step::single step
step programs::step programs
programs pausing::programs pausing
pausing execution::pausing execution
debug programs::debug programs
communication system::communication system
communication connection::communication connection
transfer status::transfer status
status information::status information
remote devices::remote devices
passing model::passing model
support calls::support calls
remote process::remote process
transmit messages::transmit messages
incoming messages::incoming messages
non-blocking state::non-blocking state
longer needed::longer needed
memory model::memory model
access memory::access memory
locking mechanisms::locking mechanisms
mechanisms restricting::mechanisms restricting
simultaneous access::simultaneous access
inter-computer communications::inter-computer communications
large amounts::large amounts
small number::small number
data item::data item
system resources::system resources
access mechanisms::access mechanisms
non-priveleged users::non-priveleged users
elevated access::elevated access
access permissions::access permissions
controlled temporary::controlled temporary
temporary circumstances::temporary circumstances
multi-user systems::multi-user systems
ubiquitous network::ubiquitous network
network connectivity::network connectivity
system programs::system programs
programs provide::programs provide
separate applications::separate applications
command interpreters::command interpreters
system utilities::system utilities
simple editors::simple editors
e.g notepad::e.g notepad
debate arises::debate arises
non-system applications::non-system applications
manipulate files::manipulate files
data logging::data logging
system registries::system registries
recall configuration::recall configuration
configuration information::configuration information
file modification::file modification
e.g text::e.g text
text editors::text editors
file contents::file contents
programming-language support::programming-language support
e.g compilers::e.g compilers
library archive::library archive
archive management::archive management
common languages::common languages
program loading::program loading
dynamic loaders::dynamic loaders
overlay loaders::overlay loaders
interactive debuggers::interactive debuggers
providing connectivity::providing connectivity
including mail::including mail
web browsers::web browsers
remote logins::remote logins
file transfers::file transfers
remote command::remote command
command execution::command execution
background services::background services
system daemons::system daemons
services examples::services examples
examples include::examples include
include network::include network
network daemons::network daemons
print servers::print servers
process schedulers::process schedulers
system error::system error
error monitoring::error monitoring
monitoring services::monitoring services
systems today::systems today
additional services::additional services
copying files::copying files
make system::make system
user-written programs::user-written programs
