computer networks prof::computer networks prof
topic is icmp::topic is icmp
icmp internet control::icmp internet control
internet control message::internet control message
control message protocol::control message protocol
protocol ip protocol::protocol ip protocol
effort delivery service::effort delivery service
service it lacks::service it lacks
lacks error control::lacks error control
control and lack::control and lack
lack of assistance::lack of assistance
ore other nodes::ore other nodes
packets and packets::packets and packets
reach its destination::reach its destination
errors do occur::errors do occur
control the network::control the network
icmp was brought::icmp was brought
router must discard::router must discard
discard a datagram::discard a datagram
find a route::find a route
predetermined time limit::predetermined time limit
discard a packet::discard a packet
reached the destination::reached the destination
protocol also lacks::protocol also lacks
lacks a mechanism::lacks a mechanism
mechanism for host::mechanism for host
host and management::host and management
queries so icmp::queries so icmp
icmp was designed::icmp was designed
designed to compensate::designed to compensate
type of icmp::type of icmp
queries or errors::queries or errors
errors code field::errors code field
occurs it tells::occurs it tells
tells what kind::tells what kind
kind of error::kind of error
verify the integrity::verify the integrity
checksum is included::checksum is included
included to control::included to control
control the error::control the error
types of icmp::types of icmp
error reporting type::error reporting type
query another type::query another type
effort in icmp::effort in icmp
icmp to correct::icmp to correct
correct the errors::correct the errors
reports the errors::reports the errors
errors the error::errors the error
suppose the datagram::suppose the datagram
drops that packet::drops that packet
send an icmp::send an icmp
types of errors::types of errors
errors in error::errors in error
source quench sending::source quench sending
sending to first::sending to first
problem or redirection::problem or redirection
icmp error message::icmp error message
generated in response::generated in response
carrying an icmp::carrying an icmp
message that means::message that means
generated an icmp::generated an icmp
generate another icmp::generate another icmp
bit of problem::bit of problem
problem happens due::problem happens due
due to congestion::due to congestion
congestion of networks::congestion of networks
congested many packets::congested many packets
response to dropping::response to dropping
dropping many packets::dropping many packets
packets you generate::packets you generate
generate more packets::generate more packets
icmp error messages::icmp error messages
trigger other icmp::trigger other icmp
set of fragment::set of fragment
number of parts::number of parts
generate an icmp::generate an icmp
messages are generated::messages are generated
section that includes::section that includes
bytes of data::bytes of data
datagram this information::datagram this information
information is required::information is required
source can inform::source can inform
inform the protocols::inform the protocols
back this icmp::back this icmp
packet was generated::packet was generated
error messages due::error messages due
due to network::due to network
process or application::process or application
message the host::message the host
process it relates::process it relates
transport layer header::transport layer header
icmp message .this::icmp message .this
message .this information::message .this information
route a datagram::route a datagram
deliver a datagram::deliver a datagram
case the destination::case the destination
destination is unreachable::destination is unreachable
unreachable a router::unreachable a router
detect all problems::detect all problems
preventing the delivery::preventing the delivery
attempt to implement::attempt to implement
implement some kind::implement some kind
kind of flow::kind of flow
control ip protocol::control ip protocol
flow control routers::flow control routers
routers and hosts::routers and hosts
hosts have limited::hosts have limited
limited size queues::limited size queues
flood of packets::flood of packets
processed and forwarded::processed and forwarded
packets keep coming::packets keep coming
buffer might overflow::buffer might overflow
case the router::case the router
drop those packets::drop those packets
packets this router::packets this router
network to slow::network to slow
flow of packets::flow of packets
sends the source::sends the source
source quench icmp::source quench icmp
quench icmp message::quench icmp message
sources if datagram::sources if datagram
datagram is received::datagram is received
processed the queue::processed the queue
queue may overflow::queue may overflow
case it asks::case it asks
asks the network::asks the network
router or host::router or host
discards a datagram::discards a datagram
congestion it sends::congestion it sends
sends a source::sends a source
source quench message::source quench message
sender the source::sender the source
source must slow::source must slow
sending of datagram::sending of datagram
congestion is relieved::congestion is relieved
reduce the amount::reduce the amount
turn generate network::turn generate network
generate network congestion::generate network congestion
source quench packet::source quench packet
congestion might travel::congestion might travel
finally it reaches::finally it reaches
reaches the source::reaches the source
receives a datagram::receives a datagram
round the network::round the network
network it discards::network it discards
discards the datagram::discards the datagram
datagram and sends::datagram and sends
discards the received::discards the received
fragments and sends::fragments and sends
two different cases::two different cases
fragments and send::fragments and send
keeping a time-to-leave::keeping a time-to-leave
field and decrementing::field and decrementing
important because suppose::important because suppose
network and due::network and due
tables a loop::tables a loop
round at infinite::round at infinite
burden the network::burden the network
number of hops::number of hops
hops the packet::hops the packet
ambiguity is found::ambiguity is found
datagram the datagram::datagram the datagram
datagram is discarded::datagram is discarded
parameter problem message::parameter problem message
host usually starts::host usually starts
small routing table::small routing table
augmented and updated::augmented and updated
tools to accomplish::tools to accomplish
helps in routing::helps in routing
diagnose some network::diagnose some network
solicitation and advertisements::solicitation and advertisements
echo request message::echo request message
host or router::host or router
router an echo::router an echo
echo reply message::echo reply message
router which receives::router which receives
receives an echo::receives an echo
message the echo::message the echo
request and echo::request and echo
managers to check::managers to check
check the operation::check the operation
protocol echo request::protocol echo request
message can test::message can test
test the reachability::test the reachability
done by invoking::done by invoking
invoking the ping::invoking the ping
details of ping::details of ping
kind of command::kind of command
reach your destination::reach your destination
ping that gateway::ping that gateway
ping the router::ping the router
probing the network::probing the network
request and timestamp::request and timestamp
timestamp reply messages::timestamp reply messages
calculate the round-trip::calculate the round-trip
value of receiving::value of receiving
receiving time stamp::receiving time stamp
stamp minus value::stamp minus value
value of original::value of original
original time stamp::original time stamp
returned ? value::returned ? value
value of transmit::value of transmit
transmit timestamp round-trip::transmit timestamp round-trip
timestamp reply message::timestamp reply message
synchronize two clocks::synchronize two clocks
one-way time duration::one-way time duration
enables a host::enables a host
host to request::host to request
request and receive::request and receive
receive the network::receive the network
network or subnetwork::network or subnetwork
stations at start::stations at start
solicitation and advertisement::solicitation and advertisement
request of routing::request of routing
periodically send router::periodically send router
send router advertisements::send router advertisements
suppose a router::suppose a router
run the routing::run the routing
rip or bgp::rip or bgp
router gets connected::router gets connected
slowly the entire::slowly the entire
network becomes aware::network becomes aware
things may happen::things may happen
exchange of router::exchange of router
router discovery message::router discovery message
host can learn::host can learn
networks host send::networks host send
send the router::send the router
router solicitation message::router solicitation message
message to begin::message to begin
begin the process::begin the process
message in case::message in case
case a router::case a router
accept multicast messages::accept multicast messages
receives the message::receives the message
icmp the checksum::icmp the checksum
checksum is calculated::checksum is calculated
control over errors::control over errors
software may require::software may require
require time synchronization::require time synchronization
synchronization so icmp::synchronization so icmp
icmp time stamp::icmp time stamp
stamp message combats::stamp message combats
combats this problem::combats this problem
host using icmp::host using icmp
icmp timestamp request::icmp timestamp request
host uses icmp::host uses icmp
synchronizing the clocks::synchronizing the clocks
ping and traceroute::ping and traceroute
icmp messages ping::icmp messages ping
messages ping sends::messages ping sends
sends an icmp::sends an icmp
host and lets::host and lets
lets you determine::lets you determine
host is responding::host is responding
responding actually ping::responding actually ping
echo and echo::echo and echo
icmp message traceroute::icmp message traceroute
traceroute uses ttl::traceroute uses ttl
fields to query::fields to query
query all hosts::query all hosts
traceroute to map::traceroute to map
map a network::map a network
network that means::network that means
ping is named::ping is named
named after sonar::named after sonar
sonar in sonar::sonar in sonar
probe some place::probe some place
place you send::place you send
send an ultra::send an ultra
ultra sound signal::ultra sound signal
send an echo::send an echo
request you expect::request you expect
expect an echo::expect an echo
server normally implemented::server normally implemented
implemented in kernel::implemented in kernel
kernel uses icmp::kernel uses icmp
echo reply messages::echo reply messages
messages on unix::messages on unix
unix the identifier::unix the identifier
field is set::field is set
set to unix::set to unix
pid or sending::pid or sending
sending process sequence::sending process sequence
process sequence numbers::process sequence numbers
sequence numbers starts::sequence numbers starts
ping a machine::ping a machine
sending one request::sending one request
sends echo request::sends echo request
percent of packet::percent of packet
loss or forty::loss or forty
suppose we ping::suppose we ping
pinged this machine::pinged this machine
packet it receives::packet it receives
print a line::print a line
received which means::received which means
output sequence number::output sequence number
number are shown::number are shown
returned in order::returned in order
lost some packets::lost some packets
order also ttl::order also ttl
field of return::field of return
message is displayed::message is displayed
displayed and round-trip::displayed and round-trip
bandwidth using ping::bandwidth using ping
hops your ping::hops your ping
work the ping::work the ping
packet can estimate::packet can estimate
estimate the bandwidth::estimate the bandwidth
byte ip header::byte ip header
byte icmp header::byte icmp header
total datagram size::total datagram size
kind of bandwidth::kind of bandwidth
case the bandwidth::case the bandwidth
kind of feel::kind of feel
record route option::record route option
ping implementations provide::ping implementations provide
implementations provide record::implementations provide record
provide record route::provide record route
option on linux::option on linux
option on windows::option on windows
windows each router::windows each router
stores its address::stores its address
trace the route::trace the route
number of addresses::number of addresses
route or map::route or map
map the network::map the network
sequence of icmp::sequence of icmp
messages to determine::messages to determine
determine the current::determine the current
iterative fashion suppose::iterative fashion suppose
send a message::send a message
time-to ? live::time-to ? live
drop the packet::drop the packet
destination after increasing::destination after increasing
increasing the time-to-live::increasing the time-to-live
pass that router::pass that router
dropped the packet::dropped the packet
increasing the time-to-leave::increasing the time-to-leave
trace the entire::trace the entire
map it out::map it out
reaches the destination::reaches the destination
randomly selected port::randomly selected port
port is unreachable::port is unreachable
traced the entire::traced the entire
destination the ttl::destination the ttl
specifies the number::specifies the number
hops a message::hops a message
message can travel::message can travel
travel trace route::travel trace route
trace route sends::trace route sends
route sends udp::route sends udp
sends udp datagrams::sends udp datagrams
datagrams while varying::datagrams while varying
varying the ttl::varying the ttl
ttl the router::ttl the router
router that drops::router that drops
drops the udp::drops the udp
packet now replies::packet now replies
exceeded icmp message::exceeded icmp message
port icmp message::port icmp message
reached the end::reached the end
reference about icmp::reference about icmp
control message protocols::control message protocols
protocols like dhcp::protocols like dhcp
running the network::running the network
fashion arp protocol::fashion arp protocol
low level protocol::low level protocol
bootp and dhcp::bootp and dhcp
dhcp for assigning::dhcp for assigning
assigning a network::assigning a network
network this icmp::network this icmp
helps in controlling::helps in controlling
operation and giving::operation and giving
giving error messages::giving error messages
class namely igmp::class namely igmp
part of routing::part of routing
dns & directory::dns & directory
directory good day::directory good day
dns and directory::dns and directory
talk about dns::talk about dns
form for domain::form for domain
domain name system::domain name system
kinds of addresses::kinds of addresses
case of ethernet::case of ethernet
layer for direct::layer for direct
address includes information::address includes information
part and post::part and post
addresses are tough::addresses are tough
tough for humans::tough for humans
humans to remember::humans to remember
part of address::part of address
remember ip addresses::remember ip addresses
difficult for human::difficult for human
beings to remember::beings to remember
impossible to guess::impossible to guess
guess humans find::guess humans find
easier to remember::easier to remember
domain names domain::domain names domain
names domain names::names domain names
surfing the web::surfing the web
out some guesses::out some guesses
combination of .com::combination of .com
.com or .net::.com or .net
remember we remember::remember we remember
machine or site::machine or site
domain names today::domain names today
local area network::local area network
network you require::network you require
addresses to mac::addresses to mac
reverse mac address::reverse mac address
done by rarp::done by rarp
mechanism for mapping::mechanism for mapping
mapping the domain::mapping the domain
point of failure::point of failure
distant centralized database::distant centralized database
address mapping local::address mapping local
local name servers::local name servers
company has local::company has local
default name server::default name server
server and host::server and host
local name server::local name server
authoritative name server::authoritative name server
hosts ip address::hosts ip address
names can perform::names can perform
perform name address::perform name address
root name servers::root name servers
biggest name servers::biggest name servers
user to communicate::user to communicate
nslookup and give::nslookup and give
nslookup comes nslookup::nslookup comes nslookup
servers handle requests::servers handle requests
domain directly servers::domain directly servers
directly servers handle::directly servers handle
servers handle request::servers handle request
domains by contacting::domains by contacting
contacting remote dns::contacting remote dns
remote dns servers::remote dns servers
dns servers servers::dns servers servers
servers servers cache::servers servers cache
servers cache external::servers cache external
cache external mappings::cache external mappings
find the address::find the address
hostname it asks::hostname it asks
asks the root::asks the root
server the root::server the root
server to contact::server to contact
contact a request::contact a request
server and request::server and request
domain name translation::domain name translation
level namely ernet::level namely ernet
administering that domain::administering that domain
suppose from india::suppose from india
root name server::root name server
sever to contact::sever to contact
lightweight directory access::lightweight directory access
directory access protocol::directory access protocol
osi this x.500::osi this x.500
layer osi layer::layer osi layer
osi layer stack::osi layer stack
x.500 directory service::x.500 directory service
x.500 and ldap::x.500 and ldap
protocol it supports::protocol it supports
supports x.500 interface::supports x.500 interface
require the osi::require the osi
tcp ip protocol::tcp ip protocol
generic addressing interface::generic addressing interface
interface like netscape::interface like netscape
ldap or lightweight::ldap or lightweight
protocol for querying::protocol for querying
querying and modifying::querying and modifying
modifying directory services::modifying directory services
directory services running::directory services running
running over tcp::running over tcp
tree of entries::tree of entries
set of named::set of named
attributes with values::attributes with values
values an ldap::values an ldap
directory often reflects::directory often reflects
reflects various political::reflects various political
organizational boundaries depending::organizational boundaries depending
define your security::define your security
security policies based::security policies based
directory and based::directory and based
tree of directory::tree of directory
entries an entry::entries an entry
set of attributes::set of attributes
attributes an attribute::attributes an attribute
values the attributes::values the attributes
attributes are defined::attributes are defined
stack for ldap::stack for ldap
directory based application::directory based application
tls this tls::tls this tls
tls is transport::tls is transport
transport level security::transport level security
talking a lot::talking a lot
lot about security::lot about security
security in future::security in future
give one lecture::give one lecture
lecture to security::lecture to security
context a directory::context a directory
entire security arrangement::entire security arrangement
security arrangement security::security arrangement security
ldap implementations support::ldap implementations support
support this tls::support this tls
tls the transport::tls the transport
ssl or sasl::ssl or sasl
sasl also computers::sasl also computers
computers networks prof::computers networks prof
networks prof sujoy::networks prof sujoy
prof sujoy ghosh::prof sujoy ghosh
sujoy ghosh indtan::sujoy ghosh indtan
ghosh indtan institute::ghosh indtan institute
institute of technology::institute of technology
technology iit kharagpur::technology iit kharagpur
addresses one kind::addresses one kind
kind is mac::kind is mac
points the end::points the end
address is tough::address is tough
address of gateway::address of gateway
address of mail::address of mail
guess what human::guess what human
human beings find::human beings find
people for surfing::people for surfing
make some combination::make some combination
easier for humans::easier for humans
remember site names::remember site names
require a mapping::require a mapping
mac addresses done::mac addresses done
reverse mac addresses::reverse mac addresses
addresses using rarp::addresses using rarp
scheme of dns::scheme of dns
translate a host::translate a host
domain names comprise::domain names comprise
comprise a hierarchy::comprise a hierarchy
names are unique::names are unique
easy to remember::easy to remember
important to remember::important to remember
high speed computations::high speed computations
session this means::session this means
unique what people::unique what people
make a hierarchy::make a hierarchy
hierarchy of names::hierarchy of names
hierarchy which corresponds::hierarchy which corresponds
make them unique::make them unique
unique yet easy::unique yet easy
top level domain::top level domain
kinds of organizations::kinds of organizations
sequence of labels::sequence of labels
separated by periods::separated by periods
bytes to code::bytes to code
code these names::code these names
started in usa::started in usa
government and whitehouse.gov::government and whitehouse.gov
level domain standing::level domain standing
standing for india::standing for india
india and ernet::india and ernet
dns hierarchy tree::dns hierarchy tree
giving a label::giving a label
level we put::level we put
put a dot::put a dot
labels that lead::labels that lead
worldwide naming tree::worldwide naming tree
subtree under ernet::subtree under ernet
sequence of names::sequence of names
names are case::names are case
fully qualified domain::fully qualified domain
.gov for government::.gov for government
government and .mil::government and .mil
.mil for military::.mil for military
military are us-specifications::military are us-specifications
means us government::means us government
history of internet::history of internet
world has embraced::world has embraced
top level domains::top level domains
recently been proposed::recently been proposed
system is required::system is required
required to map::required to map
map the domain::map the domain
mac or rarp::mac or rarp
rarp for mac::rarp for mac
system to map::system to map
distributed database implemented::distributed database implemented
implemented in hierarchy::implemented in hierarchy
centralized database centralized::centralized database centralized
database centralized database::database centralized database
difficult to administer::difficult to administer
handle the network::handle the network
central name server::central name server
application-layer protocol host::application-layer protocol host
combine and communicate::combine and communicate
communicate to resolve::communicate to resolve
core internet function::core internet function
function is implemented::function is implemented
implemented as application-layer::implemented as application-layer
protocol o complexity::protocol o complexity
complexity at network::complexity at network
domain name servers::domain name servers
resolvers and stub::resolvers and stub
application to resolve::application to resolve
names into real::names into real
ip-addresses or vice::ip-addresses or vice
type a domain::type a domain
client application program::client application program
program for http::program for http
calls the resolver::calls the resolver
resolver to translate::resolver to translate
translate these domain::translate these domain
addresses the browser::addresses the browser
browser will send::browser will send
send the http::send the http
forwards all queries::forwards all queries
server for processing::server for processing
responses are cached::responses are cached
server for future::server for future
server the local::server the local
local full resolver::local full resolver
host may connect::host may connect
resolver the full::resolver the full
send the request::send the request
request to foreign::request to foreign
foreign name servers::foreign name servers
give a response::give a response
response the full::response the full
resolver also maintains::resolver also maintains
maintains a cache::maintains a cache
cache this response::cache this response
request to resolve::request to resolve
cache and give::cache and give
give the response::give the response
user name server::user name server
server also maintains::server also maintains
program which forwards::program which forwards
forwards the queries::forwards the queries
cache but stub::cache but stub
full resolver runs::full resolver runs
resolver is implemented::resolver is implemented
two library routines::two library routines
converting host names::converting host names
addresses and vice::addresses and vice
sends the query::sends the query
response and passes::response and passes
naturally the user::naturally the user
organization that owns::organization that owns
owns a domain::owns a domain
responsible for running::responsible for running
provide the mapping::provide the mapping
mapping between hostnames::mapping between hostnames
organization like rpi::organization like rpi
rpi is responsible::rpi is responsible
typically a number::typically a number
number of secondary::number of secondary
severs containing replicated::severs containing replicated
important to understand::important to understand
effort to control::effort to control
domain now .in::domain now .in
resolution query coming::resolution query coming
world will direct::world will direct
direct their query::direct their query
maintaining the domain::maintaining the domain
forward the query::forward the query
sub domain ernet::sub domain ernet
domains to iitkgp::domains to iitkgp
domains but ernet::domains but ernet
organization under ernet::organization under ernet
iitkgp to decide::iitkgp to decide
break this domain::break this domain
entire domain administration::entire domain administration
administration is decentralized::administration is decentralized
kind of addresses::kind of addresses
names are broken::names are broken
broken into names::broken into names
names which stand::names which stand
stand for actual::stand for actual
administering a domain::administering a domain
automatically become distinct::automatically become distinct
address mappings local::address mappings local
host dns query::host dns query
dns query first::dns query first
stores that hosts::stores that hosts
perform name translation::perform JJ translation
servers the root::servers the root
server a request::server a request
contact dns queries::contact dns queries
server – server::server – server
server is asked::server is asked
asked to provide::asked to provide
asks the nameserver::asks the nameserver
nameserver to provide::nameserver to provide
provide the host::provide the host
find the right::find the right
recursion is desired::recursion is desired
tells the server::tells the server
server to find::server to find
out the answer::out the answer
possibly by contacting::possibly by contacting
contacting other servers::contacting other servers
servers to contact::servers to contact
server and iterative::server and iterative
recursion is requested::recursion is requested
directly to find::directly to find
local names server::local names server
server may send::server may send
request for recursion::request for recursion
shot when recursion::shot when recursion
caching and updating::caching and updating
updating of records::updating of records
server learns mapping::server learns mapping
mechanisms under design::mechanisms under design
design by ietf::design by ietf
hostname and value::hostname and value
common one type::common one type
domain and value::domain and value
address of authoritative::address of authoritative
type = cname::type = cname
value is canonical::value is canonical
mail server records::mail server records
dns message format::dns message format
alternative name server::alternative name server
reply to query::reply to query
number of flags::number of flags
identifying a query::identifying a query
kind of query::kind of query
values are reserved::values are reserved
reserved for future::reserved for future
answer that means::answer that means
switches from udp::switches from udp
udp to tcp::udp to tcp
udp and tcp::udp and tcp
tcp for transfers::tcp for transfers
transfers of entire::transfers of entire
database to secondary::database to secondary
udp for lookups::udp for lookups
lookups the lookups::lookups the lookups
udp protocol udp::udp protocol udp
protocol udp protocol::protocol udp protocol
extra over head::extra over head
response to udp::response to udp
requester resubmits request::requester resubmits request
request using tcp::request using tcp
message is truncated::message is truncated
truncated the flag::truncated the flag
sees the flag::sees the flag
flag it opens::flag it opens
opens a tcp::opens a tcp
resubmits the request::resubmits the request
discussed the administration::discussed the administration
independent independent means::independent independent means
universities have departmental::universities have departmental
zone must provide::zone must provide
multiple name servers::multiple name servers
servers this server::servers this server
records the members::records the members
primary name server::primary name server
secondary name servers::secondary name servers
secondary retrieves information::secondary retrieves information
information from primary::information from primary
connection the reason::connection the reason
secondary name server::secondary name server
server is required::server is required
create extra sub::create extra sub
extra sub domains::extra sub domains
fails the secondary::fails the secondary
primary will cache::primary will cache
cache the data::cache the data
secondary can start::secondary can start
bound to give::bound to give
servers and good::servers and good
good network connection::good network connection
connection to handle::connection to handle
sort of weak::sort of weak
protection against spoofing::protection against spoofing
ptr i.e ptr::ptr i.e ptr
query for lookup::query for lookup
arp and rarp::arp and rarp
query and reverse::query and reverse
mechanism to avoid::mechanism to avoid
dynamic ip address::dynamic ip address
reflected so sendmail::reflected so sendmail
message to identify::message to identify
identify the sender::identify the sender
sender and receiver::sender and receiver
easily be spoofed::easily be spoofed
spams are mails::spams are mails
millions of people::millions of people
responsibility to relay::responsibility to relay
address this mail::address this mail
send a reverse::send a reverse
query by reverse::query by reverse
accept the mail::accept the mail
secure because hosts::secure because hosts
network can spoof::network can spoof
spoof ip headers::spoof ip headers
headers of domains::headers of domains
sort of respectable::sort of respectable
manages the in-addr::manages the in-addr
in-addr arpa space::in-addr arpa space
responsible for handling::responsible for handling
handling the in-addr.arpa::handling the in-addr.arpa
dns maps domain::dns maps domain
maps domain names::maps domain names
names to specific::names to specific
specific ip addresses::specific ip addresses
stored on disk::stored on disk
means you connect::means you connect
connection for doing::connection for doing
doing a dynamic::doing a dynamic
dynamic dns update::dynamic dns update
sort of update::sort of update
connection to update::connection to update
update the dns::update the dns
topic of directories::topic of directories
similar to dns::similar to dns
mails and email::mails and email
global address book::global address book
find the email::find the email
intention for creating::intention for creating
creating the directory::creating the directory
people who produce::people who produce
produce spam mails::produce spam mails
mails have sort::mails have sort
sort of killed::sort of killed
killed this idea::killed this idea
send junk mails::send junk mails
explicit access protocols::explicit access protocols
protocols o support::protocols o support
support relatively complex::support relatively complex
complex queries dns::complex queries dns
queries dns queries::queries dns queries
queries are simple::queries are simple
supports relatively complex::supports relatively complex
assuming that email::assuming that email
people who live::people who live
live in delhi::live in delhi
notions of tabular::notions of tabular
originally how directory::originally how directory
directory was envisaged::directory was envisaged
global white pages::global white pages
pages o lookup::pages o lookup
developed by telecom::developed by telecom
standard for osi::standard for osi
idea was distributed::idea was distributed
directory o application::directory o application
application uses distributed::application uses distributed
distributed directory structure::distributed directory structure
structure o application::structure o application
application uses directory::application uses directory
directory user agent::directory user agent
agent to access::agent to access
access a directory::access a directory
directory access point::directory access point
connects an access::connects an access
find a resource::find a resource
resource o information::resource o information
information about resource::information about resource
names for constructing::names for constructing
constructing the names::constructing the names
names recalling names::names recalling names
resource may move::resource may move
move o change::move o change
change in location::change in location
location may change::location may change
requirements o human::requirements o human
directory information base::directory information base
structure o root::structure o root
directory o levels::directory o levels
levels are groups::levels are groups
structure o unique::structure o unique
unique name build::unique name build
build from tree::build from tree
tree o attributes::tree o attributes
pairs o schema::pairs o schema
schema enforces type::schema enforces type
enforces type rules::enforces type rules
top may represent::top may represent
represent some organizations::represent some organizations
series of type::series of type
type value pairs::type value pairs
number of attribute::number of attribute
x.501 tree structure::x.501 tree structure
x.511 o query::x.511 o query
entry o compare::entry o compare
match a set::match a set
entry o search::entry o search
kinds of queries::kinds of queries
modify these records::modify these records
records – add::records – add
entry o modify::entry o modify
modify distinguished names::modify distinguished names
directory system agent::directory system agent
requests from user::requests from user
system with dissolvers::system with dissolvers
system using directory::system using directory
directory system agents::directory system agents
forward the request::forward the request
handle the request::handle the request
iterative and recursive::iterative and recursive
queries in dns::queries in dns
defined in x.509::defined in x.509
x.509 o access::x.509 o access
access control defined::access control defined
give you security::give you security
components in order::components in order
order to ensure::order to ensure
standards specify basic::standards specify basic
basic access control::basic access control
control and individual::control and individual
defined in x.525::defined in x.525
replicated to multiple::replicated to multiple
primary or master::primary or master
two replication schemes::two replication schemes
demand o shadow::demand o shadow
agreed in advance::agreed in advance
required to enforce::required to enforce
enforce access control::enforce access control
modification is done::modification is done
out of date::out of date
number of protocols::number of protocols
defined in x.519::defined in x.519
access protocol means::access protocol means
means the structure::means the structure
directory system protocol::directory system protocol
directory information shadowing::directory information shadowing
information shadowing protocol::information shadowing protocol
protocol o dsa-dsa::protocol o dsa-dsa
dsa-dsa with shadowing::dsa-dsa with shadowing
directory operational binding::directory operational binding
operational binding management::operational binding management
binding management protocol::binding management protocol
look-up o attributes::look-up o attributes
humans can construct::humans can construct
construct likely names::construct likely names
pages o aliases::pages o aliases
defined that means::defined that means
number of members::number of members
access protocol designed::access protocol designed
people who designed::people who designed
designed osi x.500::designed osi x.500
heavy and intuits::heavy and intuits
intuits the osi::intuits the osi
layer osi stack::layer osi stack
protocol o supports::protocol o supports
interface o doesn::interface o doesn
netscape address book::netscape address book
set named attributes::set named attributes
attribute values pair::attribute values pair
service or access::service or access
ldap we require::ldap we require
tls transport level::tls transport level
tcp tcp sits::tcp tcp sits
ldap protocol version::ldap protocol version
starts the process::starts the process
protect the connection::protect the connection
connection with transport::connection with transport
transport layer security::transport layer security
giving some access::giving some access
access to information::access to information
put some security::put some security
retrieve directory entries::retrieve directory entries
delete an entry::delete an entry
modify an entry::modify an entry
move or rename::move or rename
rename an entry::rename an entry
abort a previous::abort a previous
define other operations::define other operations
inverse of bind::inverse of bind
roughly some operations::roughly some operations
operations in lightweight::operations in lightweight
notion of security::notion of security
protocol is comprised::protocol is comprised
identity and authentication::identity and authentication
claiming to identity::claiming to identity
confidentiality is important::confidentiality is important
change the data::change the data
log or audit::log or audit
changed this data::changed this data
applications to maintain::applications to maintain
maintain some signature::maintain some signature
thing this means::thing this means
organizations in access::organizations in access
access control user::access control user
user these identity::user these identity
nativity and authorization::nativity and authorization
kind of accesses::kind of accesses
four security axes::four security axes
context of anticipated::context of anticipated
equal to access::equal to access
typical security features::typical security features
features of ldap::features of ldap
simple password based::simple password based
password based authentication::password based authentication
ssl is secure::ssl is secure
secure socket layer::secure socket layer
layer and tls::layer and tls
issues the idea::issues the idea
context of specific::context of specific
day the topic::day the topic
today is congestion::today is congestion
performance of computer::performance of computer
large extent depends::large extent depends
network namely data::network namely data
network or internet::network or internet
content are coming::content are coming
packet based network::packet based network
large data network::large data network
effort of delivering::effort of delivering
delivering a packet::delivering a packet
handle the congestion::handle the congestion
packets are pumped::packets are pumped
system congestions occurs::system congestions occurs
congestions occurs leading::congestions occurs leading
leading into degradation::leading into degradation
degradation of performance::degradation of performance
give selective acknowledgement::give selective acknowledgement
packet per round-trip::packet per round-trip
round-trip time selective::round-trip time selective
receiver can acknowledge::receiver can acknowledge
acknowledge non continuous::acknowledge non continuous
non continuous blocks::non continuous blocks
blocks of data::blocks of data
data which means::data which means
means sack selective::means sack selective
sack selective acknowledgement::sack selective acknowledgement
enters fast recovery::enters fast recovery
acks o sender::acks o sender
sender keeps track::sender keeps track
track of sacks::track of sacks
sacks and infers::sacks and infers
infers if segments::infers if segments
segments are lost::segments are lost
lost sender retransmits::lost sender retransmits
list of segments::list of segments
kinds of heuristics::kinds of heuristics
heuristics to improve::heuristics to improve
improve the performance::improve the performance
performance of tcp::performance of tcp
two competing demands::two competing demands
maximize the throughput::maximize the throughput
job done faster::job done faster
order to push::order to push
push this maximum::push this maximum
absolutely no congestion::absolutely no congestion
flavors of tcp::flavors of tcp
tcp for doing::tcp for doing
engineering this means::engineering this means
shape or handle::shape or handle
handle your traffic::handle your traffic
build to give::build to give
quality of service::quality of service
network at routers::network at routers
depend on packet::depend on packet
classification and packet::classification and packet
scheduling at network::scheduling at network
conditioning at routers::conditioning at routers
control between hosts::control between hosts
hosts and routers::hosts and routers
components of qos::components of qos
qos network computer::qos network computer
network computer networks::network computer networks
computer networks prof.sujoy::computer networks prof.sujoy
networks prof.sujoy ghosh::networks prof.sujoy ghosh
prof.sujoy ghosh department::prof.sujoy ghosh department
department of computer::department of computer
science and engineering::science and engineering
computer network depends::computer network depends
network or inter::network or inter
contents are coming::contents are coming
congestion occur leading::congestion occur leading
backs up congestion::backs up congestion
congestion shows lack::congestion shows lack
lack of balance::lack of balance
congestion may happen::congestion may happen
packets being pumped::packets being pumped
node or channel::node or channel
pumping in packets::pumping in packets
destinations the problem::destinations the problem
outstrips available capacity::outstrips available capacity
basically the congestion::basically the congestion
problem and added::problem and added
general queuing theory::general queuing theory
simple queuing theory::simple queuing theory
rate and service::rate and service
general the statistics::general the statistics
data networks follow::data networks follow
traditionally telecom networks::traditionally telecom networks
networks would follow::networks would follow
follow some poisson::follow some poisson
distribution with exponential::distribution with exponential
traffic or heavy::traffic or heavy
heavy tail distribution::heavy tail distribution
features is bustiness::features is bustiness
bustiness that means::bustiness that means
comparatively long quotient::comparatively long quotient
long quotient period::long quotient period
location where control::location where control
problem is solved::problem is solved
require a distributed::require a distributed
varying time delays::varying time delays
makes the problem::makes the problem
kind of throughput::kind of throughput
throughput versus load::throughput versus load
versus load curve::versus load curve
increases the throughput::increases the throughput
increase any longer::increase any longer
increase the load::increase the load
slowly and delay::slowly and delay
delay increases fast::delay increases fast
